Depth ref [m],Age [ka BP],C. mundulus d13C [per mil PDB],C. mundulus d18O [per mil PDB]
270.485,24647.7,1.26,2.03
270.495,24648.8,1.08,1.76
270.51,24650.6,1.14,1.84
270.525,24652.3,1.18,1.91
270.535,24653.4,1.22,1.93
270.55,24654.9,1.12,1.88
270.575,24657,1.14,2
270.6,24659.1,1.26,1.99
270.625,24661.3,1.23,1.88
270.65,24663.4,1.4,1.93
270.675,24665.5,1.15,1.93
270.7,24667.7,1.2,1.85
270.725,24669.8,1.21,1.74
270.75,24671.9,1.22,1.85
270.775,24674.1,1.23,1.97
270.8,24676.2,1.16,1.73
270.825,24678.3,1.17,1.65
270.85,24680.5,1.21,1.75
270.875,24682.6,1.24,1.93
270.9,24684.7,1.08,1.8
270.925,24686.9,1.35,1.94
270.95,24689,1.17,1.78
270.975,24691.1,1.06,1.84
271,24693.3,1.11,1.78
271.025,24695.4,1.08,1.69
271.05,24697.5,1.14,1.79
271.075,24699.7,1.16,1.78
271.1,24701.8,1.26,1.78
271.125,24703.9,1.01,1.77
271.15,24706.1,1.09,1.67
271.175,24708.2,1.11,1.86
271.2,24710.3,1.1,1.61
271.225,24712.5,0.94,1.88
271.25,24714.6,0.91,1.72
271.275,24716.7,0.81,1.78
271.3,24718.9,1.18,1.75
271.325,24721,0.78,1.72
271.35,24723.1,0.94,1.75
271.375,24725.3,0.96,1.7
271.4,24727.4,0.89,1.7
271.425,24729.5,1.03,1.71
271.45,24731.7,1.21,1.83
271.475,24733.8,0.76,1.82
271.5,24735.9,1.03,1.82
271.5,24735.9,0.96,1.57
271.525,24738.1,1.06,1.65
271.575,24742.3,0.97,1.77
271.6,24744.5,1.09,1.83
271.625,24746.6,1.04,1.9
271.675,24750.9,0.98,1.81
271.7,24753,1.06,1.8
271.725,24755.1,0.93,1.75
271.75,24757.3,0.8,1.89
271.775,24759.4,0.95,1.74
271.8,24761.5,1,1.91
271.85,24765.8,1.12,1.79
271.875,24767.9,1.16,1.78
271.9,24770.1,0.92,1.68
271.925,24772.2,1.01,1.99
271.95,24774.3,1.21,1.75
271.975,24776.5,1.14,1.82
272,24778.6,1.19,1.76
272.025,24780.8,1.05,2.03
272.05,24782.9,0.91,2.1
272.075,24785,1,2
272.1,24787.2,1.04,1.75
272.125,24789.3,1,1.97
272.15,24791.4,0.99,1.78
272.175,24793.6,1.05,1.87
272.2,24795.7,1.13,1.91
272.225,24797.8,0.99,1.54
272.25,24800,1.18,1.91
272.275,24802.1,1.08,1.85
272.3,24804.2,1,2.05
272.325,24806.4,1.08,1.94
272.35,24808.5,1.18,1.88
272.375,24810.6,1.09,1.86
272.4,24812.8,1.02,1.93
272.425,24814.9,1.07,1.87
272.45,24817,0.85,2.03
272.475,24819.2,0.96,1.9
272.5,24821.3,0.99,1.83
272.525,24823.8,1.01,1.96
272.55,24827.8,0.84,2
272.575,24831.8,0.81,1.92
272.6,24835.8,0.93,1.68
272.625,24839.8,0.96,1.98
272.65,24843.8,0.96,1.82
272.675,24847.8,0.83,1.49
272.7,24851.8,0.69,1.81
272.75,24859.8,0.57,1.51
272.775,24863.8,0.76,1.66
272.8,24867.8,0.73,1.66
272.85,24875.8,0.82,1.75
272.875,24879.8,0.69,1.63
272.9,24883.8,0.8,1.69
272.925,24887.8,0.87,1.85
272.95,24891.8,0.7,1.6
273,24899.8,0.7,1.73
273.025,24903.8,0.93,1.74
273.05,24907.8,0.79,1.81
273.075,24911.8,0.68,1.82
273.1,24915.8,0.92,1.92
273.125,24919.8,0.78,2.15
273.15,24923.8,0.88,1.85
273.2,24931.8,0.91,1.74
273.225,24935.7,0.96,2.04
273.25,24939,1.01,1.95
273.275,24942.4,0.89,1.78
273.3,24945.7,1.21,1.86
273.325,24949,0.98,2.02
273.4,24959.1,0.81,1.88
273.425,24962.4,0.76,1.91
273.475,24969.1,0.85,1.82
273.5,24972.5,0.85,2.01
273.525,24975.8,0.94,2.07
273.55,24979.1,0.91,1.92
273.6,24985.8,0.87,1.78
273.625,24989.2,0.77,1.73
273.675,24995.9,0.66,2.11
273.7,24999.2,0.98,1.81
273.725,25002.5,0.73,1.66
273.75,25005.9,0.84,1.81
273.775,25009.2,0.91,1.9
273.85,25019.3,0.78,1.92
273.875,25022.6,1.07,1.96
273.9,25026,1.03,1.97
273.925,25029.3,0.94,1.81
273.95,25032.6,0.82,1.84
273.975,25036,0.96,1.88
274,25039.3,0.96,1.98
274.025,25042.8,0.98,2.06
274.05,25046.8,1.09,1.82
274.075,25050.8,0.86,1.9
274.1,25054.7,1.11,1.69
274.125,25058.7,1.22,1.77
274.15,25062.7,0.97,1.87
274.175,25066.7,1.1,1.88
274.2,25070.7,0.85,2.01
274.225,25074.6,0.92,1.84
274.25,25078.6,0.74,1.65
274.275,25082.6,0.88,1.81
274.3,25086.6,0.86,1.73
274.325,25090.6,0.91,1.77
274.35,25094.6,0.65,1.62
274.375,25098.5,1.08,1.75
274.4,25102.5,0.95,1.62
274.425,25106.5,1.03,1.95
274.45,25110.5,0.95,1.86
274.475,25114.5,1.09,1.8
274.5,25118.4,0.77,1.8
274.525,25122.4,0.92,1.93
274.55,25126.4,0.99,1.76
274.575,25130.4,0.93,1.84
274.6,25134.4,0.76,1.72
274.625,25138.4,0.87,1.9
274.65,25142.3,1.08,1.85
274.675,25146.3,0.75,1.72
274.7,25150.3,0.77,1.62
274.725,25154.3,0.84,1.75
274.75,25158.3,0.79,1.75
274.775,25162.2,1.09,1.84
274.8,25166.2,0.63,1.82
274.825,25170.2,0.86,1.75
274.85,25174.2,1.07,1.87
274.875,25178.2,0.94,1.75
274.9,25182.1,0.73,1.65
274.925,25186.1,0.88,1.81
274.95,25190.1,1.09,1.9
274.975,25194.1,1.02,1.9
275,25198.1,1.02,1.91
275.025,25202.1,0.92,1.87
275.05,25206,1.01,1.64
275.075,25210,0.95,1.75
275.1,25214,1.03,1.87
275.125,25217.1,0.86,1.73
275.15,25220.3,0.88,1.85
275.175,25223.4,1.13,2.06
275.2,25226.5,0.97,1.81
275.225,25229.6,1.04,1.82
275.25,25232.8,0.97,1.8
275.275,25235.9,1.12,2.02
275.3,25239,0.78,1.75
275.325,25242.1,0.66,1.81
275.35,25245.3,0.58,1.62
275.375,25248.4,0.92,2.07
275.4,25251.5,0.61,1.82
275.425,25254.6,0.78,1.73
275.45,25257.8,0.94,1.87
275.475,25260.9,0.74,1.53
275.5,25264,0.48,1.75
275.525,25267.1,0.57,1.87
275.55,25270.3,0.93,1.65
275.575,25273.4,0.85,1.72
275.6,25276.5,0.65,1.6
275.625,25279.6,0.7,1.69
275.65,25282.8,0.9,1.69
275.675,25285.9,0.9,1.75
275.7,25289,0.93,1.72
275.725,25292.1,0.91,1.82
275.75,25295.3,0.83,1.81
275.775,25298.4,1.03,1.91
275.8,25301.5,0.94,1.84
275.825,25304.6,0.96,1.69
275.85,25307.8,0.83,1.83
275.875,25310.9,0.97,1.87
275.9,25314,0.9,1.67
275.925,25317.1,0.97,1.97
275.975,25323.6,0.96,1.84
276,25327,1.02,1.86
276.025,25330.4,0.81,1.64
276.05,25333.7,0.77,1.91
276.075,25337.1,0.92,1.98
276.1,25340.5,0.94,1.95
276.125,25343.9,0.86,1.89
276.15,25347.3,0.58,1.6
276.175,25350.7,0.83,1.77
276.2,25354.1,0.71,1.81
276.225,25357.5,0.82,1.92
276.25,25360.9,0.76,1.89
276.275,25364.2,1.08,2.04
276.3,25367.6,0.95,1.91
276.325,25371,0.82,1.87
276.35,25374.4,0.66,1.62
276.375,25377.8,0.78,1.67
276.4,25381.2,0.74,1.53
276.425,25384.6,0.72,1.74
276.45,25388,0.83,1.69
276.475,25391.4,0.68,1.42
276.5,25394.8,0.78,1.65
276.525,25398.1,0.91,1.93
276.55,25401.5,0.95,1.96
276.575,25404.9,0.65,1.7
276.6,25408.3,0.82,1.75
276.625,25411.7,0.71,1.84
276.65,25415.1,0.88,1.73
276.675,25418.5,0.83,1.68
276.7,25421.9,0.95,1.71
276.725,25425.3,1.17,1.77
276.75,25428.6,1.11,1.66
276.775,25431.9,1.22,1.73
276.8,25435.2,1.08,1.67
276.825,25438.4,1.06,1.65
276.85,25441.6,1.11,1.73
276.875,25444.9,0.85,1.72
276.9,25448.1,0.98,1.74
276.925,25451.3,0.77,1.59
276.95,25454.5,1.02,1.91
276.975,25457.8,1.07,1.9
277,25461,0.92,1.74
277.025,25464.2,1.01,1.75
277.05,25467.5,0.82,2.01
277.075,25470.7,0.89,1.79
277.1,25473.9,0.97,1.77
277.125,25477.1,1.19,1.7
277.15,25480.4,0.95,1.68
277.175,25483.6,1.01,1.65
277.2,25486.8,0.94,1.88
277.225,25490.1,1.01,1.64
277.25,25493.3,1.22,1.9
277.275,25496.5,0.95,1.6
277.28,25497.2,1.19,1.83
277.301,25499.9,0.98,1.92
277.305,25500.4,1.07,1.76
277.328,25503.3,0.97,2.04
277.33,25503.6,1.01,2.08
277.354,25506.7,1.26,1.91
277.355,25506.9,1.32,2.16
277.38,25510.1,1.25,1.93
277.381,25510.2,1.23,1.91
277.405,25513.3,1.38,2.13
277.43,25516.5,1.34,2.02
277.455,25519.8,1.35,2.05
277.48,25523,1.22,2.03
277.505,25525.6,1.32,1.99
277.53,25528.1,1.23,1.96
277.555,25530.7,1.29,2.05
277.58,25533.3,1.5,2.17
277.605,25535.8,1.4,1.98
277.63,25538.4,1.28,2.03
277.655,25541,1.39,2.04
277.68,25543.5,1.14,2.19
277.705,25546.1,1.36,2.07
277.73,25548.7,1.33,1.94
277.755,25551.2,1.22,2.09
277.78,25553.8,1.24,1.97
277.805,25556.4,1.23,2.18
277.83,25558.9,1.16,2.03
277.855,25561.5,1.22,2.05
277.88,25564.1,1.12,2.06
277.905,25566.6,1.18,2
277.93,25569.2,1.22,2.01
277.955,25571.8,1.24,1.88
277.98,25574.4,1.32,2.07
278.005,25576.9,1.14,1.94
278.03,25579.5,1.2,1.83
278.055,25582.1,1.25,1.9
278.08,25584.6,1.13,1.83
278.105,25587.2,1.14,1.96
278.13,25589.8,1.26,1.95
278.155,25592.3,1.25,1.89
278.18,25594.9,1.27,2.15
278.205,25597.5,1.22,1.89
278.23,25600.2,1.23,2.01
278.255,25603.2,1.22,2.17
278.28,25606.2,1.26,1.91
278.305,25609.2,1.15,1.82
278.33,25612.2,1.13,1.92
278.355,25615.2,1.1,1.87
278.38,25618.2,1.15,1.86
278.405,25621.2,1.23,1.94
278.43,25624.2,0.96,1.82
278.455,25627.1,1.04,1.94
278.48,25630.1,1.07,1.93
278.505,25633.1,0.89,1.92
278.53,25636.1,1.05,1.92
278.555,25639.1,0.99,1.77
278.58,25642.1,0.84,1.93
278.605,25645.1,1.18,1.92
278.63,25648.1,1.21,2.03
278.68,25654.1,0.98,1.79
278.705,25657.1,1.11,1.98
278.73,25660.1,1.1,1.84
278.755,25663.1,1.17,1.78
278.78,25666.1,0.9,1.84
278.805,25669.1,0.9,1.9
278.83,25672.1,0.99,1.86
278.855,25675.1,1.04,1.95
278.88,25678,0.91,1.92
278.905,25681,1.25,1.73
278.93,25684,1.22,1.99
278.955,25687,1.07,1.74
278.98,25690,1.15,1.68
279.005,25693,1.18,1.76
279.03,25696,1.2,1.83
279.08,25702,1.17,1.83
279.105,25704.5,0.95,2.06
279.13,25707,1.11,1.92
279.155,25709.4,1.09,2.12
279.18,25711.9,1.03,2.08
279.205,25714.4,0.99,2.02
279.23,25716.9,1.03,2.07
279.255,25719.3,1,2.01
279.28,25721.8,0.99,2.13
279.305,25724.3,1.18,1.93
279.33,25726.8,1.18,1.88
279.355,25729.3,1.09,1.82
279.38,25731.7,1.11,1.97
279.43,25736.7,1.2,1.84
279.455,25739.2,1,1.75
279.48,25741.6,1.1,1.85
279.505,25744.1,1.09,2
279.53,25746.6,0.94,1.93
279.555,25749.1,1.16,2.15
279.58,25751.6,0.96,2.04
279.605,25754,1.06,2.03
279.655,25759,1.16,1.94
279.68,25761.5,1.02,1.86
279.68,25761.5,0.98,1.84
279.705,25764,1.1,1.86
279.73,25766.4,1.2,1.87
279.755,25768.9,0.96,1.82
279.78,25771.4,1,1.82
279.805,25773.9,0.86,1.8
279.83,25776.3,0.9,1.76
279.855,25778.8,0.93,1.8
279.88,25781.3,1.15,1.86
279.905,25783.8,0.99,1.94
279.93,25786.3,1.04,1.74
279.955,25788.7,1.21,1.93
279.98,25791.2,0.86,1.87
280.005,25793.7,0.93,1.81
280.03,25796.2,1.01,1.82
280.055,25798.6,1.27,1.73
280.08,25801.1,1.35,1.68
280.105,25803.6,1.07,1.85
280.13,25806.1,1.37,1.89
280.155,25808.6,1.17,1.89
280.18,25811,1.34,2.13
280.205,25813.5,1.27,2.07
280.23,25816.3,1.29,2.07
280.255,25819.4,1.14,2
280.28,25822.5,1.23,1.91
280.305,25825.7,1.38,2.04
280.33,25828.8,1.15,2.03
280.355,25832,1.16,1.95
280.38,25835.1,1.3,2.06
280.405,25838.3,1.24,1.86
280.43,25841.4,1.41,2.09
280.455,25844.6,1.25,2.03
280.48,25847.7,1.24,1.86
280.505,25850.9,1.13,2.02
280.53,25854,1.26,1.82
280.555,25857.1,1.3,2.02
280.58,25860.3,1.29,1.83
280.605,25863.4,1.17,2.11
280.63,25866.6,1.27,2.03
280.655,25869.7,1.29,2.11
280.68,25872.9,1.2,2.05
280.705,25876,1.24,2.03
280.73,25879.2,1.1,2.02
280.755,25882.3,1.4,1.96
280.78,25885.5,1.33,2.2
280.805,25888.6,1.24,1.84
280.83,25891.7,1.37,2.1
280.855,25895,1.21,1.97
280.88,25898.3,1.15,1.98
280.905,25901.6,1.16,2.03
280.93,25904.9,1.24,2.09
280.955,25908.3,1.1,1.92
280.98,25911.6,1.24,2.05
281.005,25914.9,1.15,1.99
281.03,25918.2,1.14,2.03
281.055,25921.5,1.05,1.88
281.08,25924.8,1.16,2.07
281.105,25928.1,1.21,1.74
281.13,25931.5,1.35,1.88
281.155,25934.8,1.43,1.89
281.18,25938.1,1.24,1.97
281.205,25941.4,1.3,1.96
281.23,25944.7,1.18,2.2
281.255,25948,1.1,2.03
281.28,25951.3,1.25,1.94
281.305,25954.5,1.36,2.03
281.33,25956.8,1.14,1.96
281.355,25959.1,1.17,1.95
281.38,25961.4,1.21,2.12
281.405,25963.7,1.07,2.09
281.43,25966,1,2.18
281.455,25968.3,1.06,2.18
281.48,25970.6,1.25,2.05
281.505,25972.9,1.1,1.99
281.53,25975.2,1.25,2
281.555,25977.5,1.26,2.08
281.58,25979.8,1.11,1.94
281.605,25982.1,1.3,2.01
281.63,25984.4,1.17,1.91
281.655,25986.7,1.11,1.84
281.68,25989,0.9,1.95
281.705,25991.3,1.17,2.09
281.73,25993.6,1.12,1.82
281.755,25995.9,1.01,2
281.78,25998.2,1.04,1.79
281.88,26007.4,0.83,1.83
281.905,26009.7,1.16,1.96
281.93,26012,1.02,1.92
281.955,26014.3,1.12,1.91
281.98,26016.6,0.96,1.86
282.005,26018.9,1.12,1.84
282.03,26021.2,1.19,1.92
282.055,26023.5,1.11,1.77
282.08,26025.8,1.09,1.96
282.105,26028.1,1.03,1.76
282.13,26030.4,1.12,1.67
282.155,26032.7,1.04,1.82
282.18,26035,0.91,1.91
282.205,26037.3,1,2
282.23,26039.6,0.97,1.95
282.255,26041.9,1.02,1.85
282.28,26044.2,0.91,1.9
282.305,26046.6,1.02,1.94
282.33,26049.3,0.78,1.74
282.355,26052.1,0.91,1.52
282.38,26054.8,0.96,1.6
282.405,26057.6,1.11,2.04
282.43,26060.3,0.9,2.13
282.455,26063.1,1.16,1.77
282.48,26065.8,1.1,1.93
282.505,26068.6,1.07,1.83
282.53,26071.3,1.01,1.55
282.555,26074.1,1.04,2.02
282.58,26076.8,0.95,1.83
282.605,26079.6,0.83,1.62
282.63,26082.3,0.77,1.71
282.655,26085.1,0.88,1.8
282.68,26087.8,0.93,1.89
282.705,26090.6,0.99,2.08
282.73,26093.3,0.94,2.03
282.755,26096.1,0.8,1.86
282.78,26098.8,0.88,1.97
282.805,26101.6,1.21,2.18
282.83,26104.3,0.94,2.17
282.855,26107.1,1.05,2.01
282.88,26109.8,0.99,1.98
282.905,26112.6,0.78,1.63
282.93,26115.3,0.67,1.61
282.955,26118.1,0.69,1.65
282.98,26120.8,0.8,1.87
283.005,26123.6,0.59,1.57
283.03,26126.3,0.88,1.72
283.055,26129.1,0.81,1.57
283.08,26131.8,1.05,1.67
283.105,26134.6,0.96,1.5
283.13,26137.3,1,1.63
283.155,26140.1,0.86,1.81
283.18,26142.8,0.76,1.94
283.205,26145.6,0.59,1.86
283.23,26148.3,0.87,1.86
283.255,26151.1,0.62,1.75
283.28,26153.8,0.87,1.88
283.305,26156.6,1,1.68
283.33,26159.3,0.85,2.12
283.355,26162.1,1.05,2.21
283.38,26164.9,0.76,1.79
283.405,26167.6,1.1,2.04
283.43,26170.4,1.09,1.89
283.455,26173.1,1.12,2.03
283.48,26175.9,0.89,2.02
283.505,26178.7,1,1.86
283.53,26181.4,1.01,1.97
283.555,26184.2,1.01,2
283.58,26187,1.15,2.04
283.605,26189.7,0.79,2.19
283.63,26192.5,0.94,2.04
283.655,26195.3,0.97,2.16
283.68,26198,0.98,2.08
283.705,26200.8,0.87,2.18
283.73,26203.6,0.98,1.79
283.755,26206.3,0.99,2.05
283.78,26209.1,0.88,1.85
283.805,26211.9,1,2.1
283.83,26214.6,1.22,1.85
283.855,26217.4,1.06,1.81
283.88,26220.2,0.82,1.76
283.905,26222.9,0.78,1.62
283.93,26225.7,0.92,2.07
283.955,26228.5,0.91,1.83
283.98,26231.2,1.24,1.81
284.005,26234,1.18,1.93
284.03,26236.8,1.1,2.01
284.055,26239.5,1.09,1.66
284.08,26242.3,1.02,1.82
284.105,26245.1,1.32,1.88
284.13,26247.8,1.03,1.83
284.155,26250.6,1.11,1.88
284.18,26253.4,1.04,2.08
284.18,26253.4,0.87,1.85
284.205,26256.1,1.21,2
284.23,26258.9,1.05,1.99
284.255,26262.3,0.93,1.97
284.28,26266.1,1.1,1.94
284.305,26269.9,0.94,1.99
284.33,26273.7,0.97,1.86
284.355,26277.5,1.13,2.19
284.38,26281.3,1.1,1.77
284.405,26285.1,1.06,1.92
284.43,26288.9,1.19,1.63
284.455,26292.7,1.23,1.91
284.48,26296.6,1.24,1.87
284.505,26300.4,1.12,1.76
284.53,26304.2,1.3,2.21
284.555,26308,1.27,1.77
284.58,26311.8,1.22,2.1
284.605,26315.6,1.27,2
284.63,26319.4,1.13,2.03
284.655,26323.2,0.99,2.28
284.68,26327,0.94,2.29
284.705,26330.8,1.04,2.32
284.727,26334.2,1.02,1.84
284.73,26334.6,0.97,2.24
284.755,26338.4,1.11,2.11
284.78,26342.2,1.05,2.11
284.805,26345,1.16,1.98
284.83,26347.4,1.23,2.11
284.835,26348,1.23,1.87
284.855,26349.9,1.3,2.01
284.88,26352.3,1.12,2.04
284.89,26353.3,1.1,2.17
284.905,26354.8,1.16,1.99
284.93,26357.3,1.38,2.22
284.944,26358.6,0.96,2.21
284.955,26359.7,1.13,2
284.96,26360.2,1.14,2.14
284.985,26362.7,1.15,2.29
284.991,26363.3,0.93,2
285.01,26365.1,1.07,2.36
285.071,26371.1,1.04,2.23
285.105,26374.5,1.19,2.05
285.14,26378,1.03,1.95
285.175,26381.4,1.12,2.26
285.21,26384.8,1.03,2.21
285.245,26388.2,0.85,2.21
285.28,26391.7,1,2.14
285.314,26395.1,0.89,2.2
285.349,26398.5,1.02,2
285.382,26401.7,0.94,1.87
285.414,26404.9,1.14,2.11
285.447,26408.2,1.03,1.89
285.48,26411.4,1.03,2.16
285.512,26414.6,1.08,2.3
285.545,26417.8,1.02,2.37
285.577,26421,1.05,1.96
285.61,26424.2,0.98,2.17
285.642,26427.4,0.86,1.78
285.675,26430.6,1.06,2.2
285.772,26441.4,0.75,2.01
285.844,26450.4,0.88,2.06
285.887,26455.9,0.98,1.99
285.939,26462.5,0.56,1.93
285.994,26469.4,0.54,1.75
286.048,26476.2,0.63,1.73
286.102,26483.1,0.78,1.88
286.157,26490,0.67,2.03
286.211,26496.9,0.77,1.94
286.265,26503.7,0.98,1.94
286.313,26509.7,1.02,2.1
286.356,26515.2,0.91,1.77
286.38,26518.2,1.16,2.24
286.399,26520.7,0.76,2
286.405,26521.4,1.26,2.37
286.43,26524.6,0.97,2.19
286.443,26526.2,0.85,2.11
286.455,26527.7,1.11,2.18
286.48,26530.9,0.87,2.17
286.485,26531.6,1.08,1.94
286.505,26534,0.96,2.19
286.529,26537,0.89,2.32
286.58,26543.5,0.9,2.13
286.605,26546.7,1.06,2.24
286.63,26549.8,1.16,2.25
286.655,26553,0.89,2.11
286.68,26556.1,0.87,2.17
286.705,26559.3,1.13,2.3
286.73,26562.5,0.73,1.98
286.755,26565.6,1.03,2.38
286.78,26568.8,0.96,2.02
286.805,26571.9,0.71,2.08
286.83,26575.1,0.65,2.01
286.855,26578.2,0.93,2.18
286.88,26581.4,0.77,1.87
286.905,26584.5,0.73,1.92
286.93,26587.7,1.01,1.86
286.955,26590.8,0.99,2.25
286.98,26594,0.87,2.09
287.005,26597.2,0.9,2
287.03,26600.3,0.84,2.2
287.055,26603.5,0.97,2.21
287.08,26606.6,0.85,2.14
287.105,26609.8,0.9,2.26
287.13,26612.9,0.81,2.36
287.155,26616.1,0.89,2.3
287.18,26619.2,0.67,2
287.205,26622.4,0.91,2.24
287.23,26625.5,0.8,2
287.255,26628.7,0.77,1.91
287.28,26631.9,1.11,2.2
287.305,26635,1.14,2.01
287.355,26641.3,1.17,2.03
287.38,26644.5,1.07,1.99
287.405,26648,1.06,2.01
287.43,26652.8,1.03,1.95
287.48,26662.4,1.1,1.92
287.53,26672,1.05,1.84
287.58,26681.7,0.79,1.94
287.605,26686.5,1.18,1.88
287.63,26691.3,1.08,1.74
287.655,26696.1,0.94,1.86
287.68,26701,0.95,1.76
287.705,26705.8,0.85,2.06
287.73,26710.6,1.18,1.88
287.755,26715.4,1.18,2.06
287.78,26720.2,0.9,2.18
287.805,26725,0.76,1.92
287.83,26729.9,0.98,1.96
287.88,26739.5,0.81,2.04
287.905,26744.3,1.06,2.17
287.93,26749.1,1.23,2.13
287.98,26758.8,0.88,2.03
288.005,26763.6,0.89,2.06
288.03,26768.4,0.87,2.16
288.055,26773.2,1.09,2.06
288.08,26778,1,2.1
288.105,26782.8,1.11,2.07
288.13,26787.7,1.19,2.09
288.155,26792.5,1.05,2.07
288.18,26797.3,1.19,2.12
288.205,26802.1,1.07,2.08
288.23,26806.4,1.16,2.29
288.255,26809.8,1.05,2.2
288.28,26813.2,1.03,2.05
288.305,26816.7,0.98,2.26
288.33,26820.1,0.88,1.97
288.355,26823.5,1.04,2.34
288.38,26826.9,0.92,2.14
288.405,26830.4,1.21,2.19
288.43,26833.8,1.28,2.26
288.455,26837.2,0.88,1.95
288.48,26840.7,1,2.42
288.505,26844.1,0.99,2.08
288.53,26847.5,1.13,2.17
288.555,26851,0.93,1.93
288.58,26854.4,1.04,2.11
288.605,26857.8,1,2.04
288.63,26861.2,0.94,2.03
288.655,26864.7,0.97,2.13
288.68,26868.1,0.83,1.88
288.705,26871.5,0.96,2.1
288.73,26875,0.94,2.16
288.755,26878.4,0.99,2.1
288.78,26881.8,0.79,2.05
288.805,26885.3,0.81,2.06
288.83,26888.7,0.77,2.14
288.855,26892.1,1.16,2.36
288.88,26895.5,0.86,2.28
288.905,26899,1.06,2.19
288.93,26902.4,1.14,2.17
288.955,26905.8,0.85,2.14
288.98,26909.3,0.87,2.18
289.005,26912.8,1.15,2.27
289.03,26916.9,1,1.98
289.055,26921,0.79,1.97
289.08,26925.1,0.79,1.98
289.105,26929.2,0.8,1.82
289.13,26933.3,0.93,1.96
289.155,26937.4,0.88,2.1
289.205,26945.5,1.1,1.83
289.23,26949.6,1.19,1.96
289.255,26953.7,1.1,1.78
289.28,26957.8,0.76,1.71
289.305,26961.9,0.96,2.19
289.33,26966,0.74,1.85
289.355,26970.1,1.03,2.07
289.38,26974.2,0.82,1.96
289.38,26974.2,0.91,1.93
289.405,26978.3,1.01,2.09
289.43,26982.4,1.04,2.23
289.455,26986.5,0.82,2.21
289.48,26990.5,1.03,2.17
289.505,26994.6,1.01,2.01
289.53,26998.7,0.92,2.17
289.555,27002.8,1.09,2.26
289.58,27006.9,0.99,2.38
289.605,27011,0.93,2.33
289.63,27015.1,1.02,2.28
289.655,27019.2,1.04,2.26
289.68,27022.4,1.01,2.13
289.705,27025.4,1.07,2.27
289.73,27028.4,0.99,2.01
289.755,27031.4,0.84,2.02
289.78,27034.5,0.79,2
289.805,27037.5,0.95,2.05
289.83,27040.5,0.7,1.93
289.855,27043.5,0.83,1.93
289.88,27046.5,0.83,2.25
289.905,27049.5,0.95,2.13
289.93,27052.5,0.56,2.07
289.955,27055.6,0.66,2.1
289.98,27058.6,0.85,1.92
290.005,27061.6,0.85,2.06
290.03,27064.6,0.84,2
290.055,27067.6,0.76,2
290.08,27070.6,0.83,1.86
290.105,27073.6,0.92,1.99
290.13,27076.6,0.67,2.08
290.155,27079.7,1,2.06
290.18,27082.7,0.96,2.16
290.205,27085.7,1.04,1.98
290.23,27088.7,1.05,2.23
290.255,27091.7,1.04,2.16
290.28,27094.7,1.01,2.11
290.305,27097.7,1.05,2.25
290.33,27100.7,0.87,2.04
290.355,27103.8,0.97,2.1
290.38,27106.8,1.07,2.1
290.405,27109.8,1.13,1.94
290.43,27112.8,1.02,2.06
290.455,27116.3,0.93,2.02
290.48,27120,0.83,2.25
290.505,27123.8,0.91,1.99
290.53,27127.6,0.91,2.14
290.555,27131.3,0.97,2.26
290.58,27135.1,0.73,2.28
290.605,27138.9,0.87,1.98
290.63,27142.7,0.8,1.92
290.655,27146.4,0.95,1.76
290.68,27150.2,0.63,2.07
290.705,27154,0.68,2.24
290.73,27157.7,0.94,2.11
290.755,27161.5,0.91,1.99
290.78,27165.3,0.78,1.81
290.805,27169,0.85,2.09
290.83,27172.8,0.77,2.27
290.855,27176.6,0.88,1.88
290.905,27184.1,1.03,1.8
290.93,27187.9,0.86,1.73
290.955,27191.7,0.54,1.88
290.98,27195.4,0.86,2.05
291.005,27199.2,0.84,1.83
291.03,27203,0.6,1.8
291.055,27206.8,0.64,1.87
291.08,27210.5,0.74,2.01
291.105,27214.3,0.91,1.74
291.13,27218.1,0.48,1.66
291.155,27221.8,0.71,1.69
291.18,27225.6,0.73,1.74
291.205,27229.4,0.68,1.64
291.23,27233.1,0.58,1.62
291.255,27236.9,0.84,1.72
291.28,27240.7,0.68,1.62
291.305,27244.5,0.37,1.6
291.33,27248.2,0.86,1.94
291.355,27252,0.56,1.74
291.38,27255.8,0.64,1.75
291.405,27259.5,0.61,1.78
291.43,27263.3,0.76,1.99
291.455,27267.1,0.8,1.93
291.48,27270.9,0.77,1.77
291.505,27274.6,0.74,1.73
291.53,27278.4,0.75,1.93
291.555,27282.2,0.86,1.87
291.58,27285.9,0.96,2.07
291.605,27289.7,1.06,2.25
291.655,27297.2,0.83,2.1
291.68,27300.1,0.96,2.35
291.705,27302.7,0.94,2.17
291.73,27305.3,0.84,2.19
291.755,27307.9,1.04,2.08
291.78,27310.5,1.01,1.92
291.805,27313.1,0.89,1.99
291.83,27315.7,1.13,1.95
291.855,27318.3,0.81,2.11
291.88,27320.9,0.45,1.9
291.905,27323.5,0.8,2.17
291.93,27326.1,0.64,1.79
291.955,27328.7,0.4,1.7
291.98,27331.3,0.51,1.96
292.005,27333.9,0.5,1.68
292.03,27336.5,0.42,1.67
292.055,27339.1,0.53,1.53
292.08,27341.7,0.44,1.57
292.105,27344.3,0.24,1.54
292.13,27346.9,0.4,1.46
292.155,27349.5,0.54,1.39
292.18,27352.1,0.78,1.61
292.205,27354.7,0.63,1.67
