age_calkaBP,d13Cc.wuell
3.5636,0.94
3.5657,0.96
3.5677,1
3.5718,1.04
3.5738,0.93
3.5759,0.72
3.5779,0.88
3.58,0.98
3.5818,0.9
3.5841,0.85
3.5861,0.76
3.5881,0.96
3.5901,0.9
3.5911,0.82
3.5922,0.7
3.5933,0.84
3.5943,0.77
3.5954,0.77
3.5964,0.8
3.5975,0.74
3.5985,0.61
3.6006,0.66
3.6017,0.81
3.6027,0.78
3.6035,0.66
3.6043,0.82
3.6051,0.81
3.6059,0.87
3.6067,0.94
3.6075,0.82
3.6083,0.94
3.6091,0.71
3.6099,0.94
3.6107,0.47
3.6114,0.92
3.6118,0.99
3.6126,0.53
3.6134,0.96
3.6142,0.98
3.615,0.96
3.6158,0.96
3.6166,1.02
3.6174,0.91
3.6182,0.45
3.6205,0.73
3.6229,0.68
3.6253,0.68
3.6276,0.54
3.63,0.76
3.6319,0.8
3.6329,0.95
3.6339,0.9
3.6348,0.89
3.6358,0.77
3.6367,0.46
3.6377,0.81
3.6387,0.8
3.6396,0.74
3.6406,0.55
3.6416,0.87
3.6425,0.9
3.6435,0.94
3.6444,0.97
3.6473,0.74
3.6483,0.87
3.6493,0.8
3.6512,0.54
3.6521,0.68
3.6541,0.83
3.655,0.91
3.657,1.05
3.6579,0.79
3.6589,0.92
3.6599,0.9
3.6608,0.78
3.6618,0.85
3.6627,0.94
3.6637,0.95
3.6647,0.86
3.668,1.16
