rmcd (2),Age (Ma) (manual) (3),d13Cvpdb,d18Ovpdb,
164.32,28.295,0.300,1.930,
164.41,28.301,0.781,1.855,
164.51,28.308,0.596,1.819,
164.60,28.314,0.347,1.919,
164.69,28.320,0.325,1.634,
164.79,28.327,0.316,1.875,
164.88,28.333,0.377,1.803,
164.97,28.339,0.538,1.446,
165.06,28.345,0.403,1.171,
165.16,28.352,0.480,1.409,
165.25,28.358,0.520,1.537,
165.32,28.363,0.400,1.980,
165.34,28.364,0.494,1.592,
165.43,28.370,0.364,1.609,
165.53,28.377,0.727,1.947,
165.62,28.382,0.639,1.683,
165.71,28.386,0.622,1.537,
165.81,28.391,0.641,1.528,
165.82,28.392,0.500,1.670,
165.90,28.396,0.242,1.408,
165.99,28.401,0.225,1.857,
166.27,28.415,0.445,1.705,
166.32,28.418,0.500,1.530,
166.36,28.420,0.359,2.027,
166.46,28.425,0.354,1.543,
166.55,28.430,0.412,1.326,
166.64,28.435,0.056,1.563,
166.73,28.439,0.267,1.796,
166.74,28.440,0.460,1.760,
166.83,28.445,0.149,1.685,
166.92,28.449,0.170,1.894,
167.01,28.454,0.421,1.554,
167.10,28.459,0.426,1.743,
167.18,28.463,0.649,1.543,
167.18,28.463,0.649,1.543,
167.18,28.463,0.649,1.543,
167.18,28.463,0.649,1.543,
167.20,28.464,0.275,1.669,
167.29,28.468,0.353,1.605,
167.38,28.473,-0.025,1.814,
167.48,28.479,0.120,1.599,
167.57,28.487,-0.003,1.474,
167.66,28.496,0.264,1.792,
167.68,28.497,0.420,1.480,
167.75,28.504,0.283,1.670,
167.94,28.522,0.057,1.372,
167.94,28.522,0.070,1.283,
168.04,28.531,0.272,2.062,
168.14,28.541,0.083,1.831,
168.18,28.545,0.150,1.770,
168.23,28.549,-0.138,1.878,
168.33,28.557,0.041,1.186,
168.42,28.564,0.227,1.485,
168.52,28.572,0.072,1.451,
168.62,28.579,0.195,1.504,
168.71,28.586,0.070,1.812,
168.81,28.594,-0.183,1.992,
168.83,28.596,0.102,1.814,
168.90,28.604,0.062,1.684,
168.93,28.607,0.414,1.433,
168.99,28.613,0.602,1.665,
169.10,28.625,0.375,1.694,
169.13,28.628,0.267,1.666,
169.18,28.633,0.100,1.740,
169.19,28.634,0.006,1.734,
169.23,28.639,0.177,1.658,
169.29,28.642,0.261,1.598,
169.29,28.642,-0.062,1.724,
169.33,28.644,0.095,1.774,
169.33,28.644,0.101,1.929,
169.38,28.647,0.233,2.129,
169.38,28.647,0.444,1.832,
169.43,28.650,0.474,1.289,
169.53,28.656,0.259,1.523,
169.53,28.656,0.274,1.612,
169.63,28.661,0.322,1.924,
169.73,28.667,0.311,1.925,
169.83,28.672,0.231,1.994,
169.93,28.678,0.603,1.842,
170.03,28.684,0.283,1.737,
170.13,28.689,0.366,1.788,
170.18,28.692,0.487,1.918,
170.20,28.693,0.464,2.138,
170.23,28.695,0.029,1.869,
170.33,28.701,0.139,1.683,
170.43,28.706,0.167,1.613,
170.53,28.712,0.171,1.628,
170.63,28.717,0.200,1.498,
170.68,28.720,0.450,1.800,
170.73,28.723,0.467,1.635,
170.73,28.723,0.453,1.836,
170.83,28.729,0.521,1.603,
170.93,28.734,0.674,1.743,
171.03,28.741,0.201,1.931,
171.13,28.747,0.576,2.036,
171.18,28.751,0.620,1.770,
171.23,28.754,0.312,1.726,
171.33,28.761,0.594,1.896,
171.43,28.767,0.428,1.761,
171.53,28.774,0.253,1.755,
171.53,28.774,0.409,1.990,
171.63,28.780,0.468,1.863,
171.68,28.783,0.550,1.620,
171.73,28.787,0.388,1.688,
171.83,28.793,0.471,1.713,
171.93,28.800,0.072,1.717,
171.93,28.800,0.176,1.799,
172.03,28.806,0.598,1.954,
172.13,28.813,0.411,1.626,
172.18,28.816,0.575,1.614,
172.23,28.819,0.401,1.801,
172.23,28.819,0.255,1.912,
172.33,28.826,0.482,1.692,
172.43,28.832,0.409,1.902,
172.53,28.839,0.109,1.634,
172.63,28.845,0.591,2.001,
172.68,28.848,0.256,1.850,
172.73,28.851,0.207,1.798,
172.83,28.857,0.253,1.588,
172.93,28.863,0.115,1.873,
173.03,28.869,0.404,2.009,
173.13,28.875,0.152,1.828,
173.18,28.878,0.340,1.860,
173.23,28.881,0.277,1.886,
173.33,28.887,0.678,2.327,
173.43,28.893,0.697,1.966,
173.53,28.899,0.682,2.400,
173.63,28.906,0.299,1.969,
173.67,28.908,0.266,1.714,
173.68,28.909,0.476,1.900,
173.73,28.912,0.229,1.836,
173.77,28.914,0.149,1.736,
173.83,28.918,0.591,2.011,
173.87,28.921,0.232,1.876,
173.93,28.924,0.772,1.713,
173.97,28.927,0.368,1.751,
173.97,28.927,0.192,1.518,
173.98,28.927,0.563,1.443,
173.98,28.927,0.513,1.550,
174.03,28.931,0.555,1.755,
174.07,28.933,0.415,1.792,
174.12,28.936,0.574,1.670,
174.27,28.946,0.063,1.385,
174.37,28.953,0.378,1.614,
174.47,28.960,0.486,2.048,
174.57,28.967,0.317,1.607,
174.62,28.970,0.450,1.590,
174.67,28.974,0.454,1.644,
174.77,28.981,0.542,2.034,
174.87,28.988,0.512,2.189,
174.87,28.988,0.435,1.742,
174.97,28.995,0.511,2.031,
175.07,29.002,0.568,1.723,
175.12,29.005,0.730,1.672,
175.27,29.015,0.528,2.057,
175.37,29.022,0.509,1.757,
175.47,29.028,0.364,1.169,
175.57,29.035,0.269,1.378,
175.62,29.038,0.570,1.620,
175.67,29.041,0.679,2.051,
175.77,29.047,0.522,2.092,
175.87,29.054,0.266,1.843,
175.87,29.054,0.211,1.868,
175.97,29.060,0.291,1.762,
176.07,29.067,0.364,1.786,
176.17,29.073,0.397,1.900,
176.27,29.080,0.465,1.658,
176.37,29.086,0.393,1.942,
176.57,29.099,0.426,1.440,
176.62,29.103,0.676,1.583,
176.67,29.105,0.412,1.471,
176.77,29.109,0.236,1.810,
176.87,29.114,0.482,2.065,
176.97,29.118,0.471,2.081,
177.07,29.122,0.102,2.099,
177.12,29.125,0.550,1.870,
177.17,29.127,0.637,1.984,
177.27,29.131,0.389,1.973,
177.37,29.135,0.463,1.958,
177.47,29.140,0.428,1.908,
177.57,29.144,0.350,1.654,
177.62,29.146,0.450,1.610,
177.64,29.147,0.450,1.610,
177.77,29.153,0.100,1.761,
177.87,29.158,0.570,2.289,
177.97,29.162,0.340,1.648,
178.07,29.166,0.358,1.743,
178.17,29.171,0.477,1.745,
178.27,29.175,0.393,2.032,
178.37,29.180,0.226,1.959,
178.47,29.184,0.501,2.284,
178.57,29.188,0.487,2.121,
178.62,29.191,0.559,1.483,
178.77,29.197,0.566,1.982,
178.87,29.202,0.364,2.059,
178.97,29.206,0.498,1.948,
179.07,29.210,0.193,1.353,
179.12,29.213,0.390,1.620,
179.12,29.213,0.390,1.620,
179.17,29.215,0.272,1.472,
179.20,29.216,0.530,1.450,
179.28,29.220,0.484,1.692,
179.39,29.225,0.268,1.522,
179.51,29.230,0.250,1.287,
179.62,29.235,0.349,1.413,
179.70,29.238,0.270,1.690,
179.73,29.240,0.152,1.851,
179.85,29.245,-0.007,1.567,
179.96,29.250,0.418,1.915,
180.07,29.255,0.383,1.743,
180.07,29.255,0.516,1.908,
180.19,29.260,0.458,1.564,
180.20,29.260,0.608,1.686,
180.20,29.260,0.608,1.686,
180.20,29.260,0.608,1.686,
180.20,29.260,0.608,1.686,
180.20,29.260,0.608,1.686,
180.41,29.269,0.154,1.946,
180.52,29.274,0.459,2.036,
180.64,29.280,0.297,1.691,
180.70,29.282,0.440,1.780,
180.70,29.282,0.450,1.790,
180.75,29.284,0.335,1.759,
180.86,29.289,0.304,1.705,
180.97,29.294,0.231,1.774,
180.98,29.294,0.232,1.610,
181.07,29.298,-0.065,1.617,
181.09,29.299,0.234,1.860,
181.17,29.303,-0.123,1.224,
181.17,29.303,0.222,1.580,
181.20,29.304,0.290,1.630,
181.20,29.304,0.155,1.365,
181.20,29.304,-0.029,1.425,
181.27,29.307,0.210,1.799,
181.32,29.309,-0.008,1.634,
181.37,29.312,0.157,1.586,
181.37,29.312,0.137,1.628,
181.43,29.314,0.123,1.568,
181.43,29.314,0.019,1.539,
181.47,29.316,0.158,1.623,
181.57,29.320,0.075,1.422,
181.57,29.320,0.053,1.125,
181.67,29.325,-0.085,1.009,
181.70,29.326,0.239,1.301,
181.77,29.329,0.367,1.542,
181.87,29.333,0.156,1.532,
181.97,29.338,0.323,1.302,
182.07,29.342,0.232,1.157,
182.17,29.347,-0.084,0.953,
182.20,29.348,0.370,1.110,
182.27,29.351,-0.050,1.102,
182.37,29.355,0.210,1.714,
182.47,29.360,0.265,1.894,
182.52,29.362,0.330,1.540,
182.57,29.364,0.167,1.668,
182.57,29.364,0.378,1.827,
182.67,29.369,0.515,1.825,
182.70,29.370,0.710,1.544,
182.72,29.371,0.520,1.790,
182.77,29.373,0.718,1.861,
182.87,29.379,0.473,1.671,
182.97,29.386,0.384,1.868,
183.07,29.392,0.305,1.441,
183.17,29.399,0.128,1.862,
183.17,29.399,0.072,1.747,
183.20,29.401,0.520,1.600,
183.21,29.401,0.680,1.800,
183.28,29.406,0.307,1.572,
183.28,29.406,0.276,1.746,
183.40,29.414,0.336,1.732,
183.52,29.422,0.439,2.117,
183.64,29.429,0.145,1.752,
183.76,29.436,0.351,1.637,
183.81,29.440,0.477,1.701,
183.88,29.444,0.027,1.351,
184.00,29.451,0.123,1.384,
184.00,29.451,0.405,1.502,
184.11,29.458,0.243,1.172,
184.12,29.459,0.409,1.530,
184.21,29.464,0.047,1.589,
184.21,29.464,0.436,1.356,
184.24,29.466,0.296,1.068,
184.28,29.469,0.426,1.444,
184.28,29.469,0.426,1.444,
184.31,29.471,0.705,1.724,
184.35,29.473,0.179,1.354,
184.41,29.477,0.162,1.631,
184.47,29.481,0.648,1.587,
184.51,29.484,0.325,1.399,
184.59,29.490,0.602,1.529,
184.61,29.491,0.445,1.576,
184.71,29.499,0.446,1.834,
184.79,29.504,0.308,1.817,
184.79,29.504,0.308,1.817,
184.81,29.506,0.796,1.690,
184.81,29.506,0.385,1.189,
184.91,29.513,0.431,1.956,
185.01,29.520,0.506,1.427,
185.11,29.528,0.332,1.371,
185.28,29.540,0.610,1.710,
185.31,29.542,0.375,1.559,
185.41,29.550,0.728,1.538,
185.51,29.557,0.739,1.648,
185.61,29.564,0.708,1.750,
185.61,29.564,0.424,1.647,
185.71,29.571,0.767,1.702,
185.78,29.577,0.654,1.792,
185.81,29.579,0.936,1.781,
185.91,29.586,0.621,1.490,
186.01,29.593,0.352,1.576,
186.11,29.601,0.144,1.658,
186.20,29.608,0.618,1.585,
186.21,29.609,0.295,1.558,
186.24,29.612,0.389,1.408,
186.28,29.615,0.351,1.843,
186.29,29.616,0.650,1.560,
186.29,29.616,0.650,1.560,
186.33,29.620,0.477,1.126,
186.37,29.623,0.382,1.258,
186.41,29.626,0.177,1.767,
186.45,29.630,0.127,1.670,
186.45,29.630,0.295,1.818,
186.50,29.634,0.122,1.675,
186.54,29.638,0.572,1.505,
186.58,29.641,0.443,1.418,
186.58,29.641,0.245,1.489,
186.62,29.644,0.176,1.215,
186.66,29.648,0.263,2.033,
186.66,29.648,0.158,2.075,
186.71,29.652,0.409,1.731,
186.72,29.653,0.422,1.597,
186.72,29.653,0.422,1.597,
186.75,29.656,0.305,0.865,
186.83,29.663,0.190,1.951,
186.93,29.671,0.295,1.446,
187.03,29.680,0.369,1.818,
187.13,29.688,0.314,1.792,
187.23,29.697,0.544,1.667,
187.26,29.699,0.340,1.550,
187.33,29.706,0.265,1.703,
187.43,29.714,-0.034,1.362,
187.53,29.721,0.159,1.545,
187.53,29.721,0.163,1.517,
187.73,29.735,0.163,1.537,
187.73,29.735,-0.028,1.252,
187.78,29.738,0.230,1.279,
187.83,29.741,0.000,0.992,
187.93,29.748,0.224,1.347,
188.03,29.753,0.090,1.248,
188.03,29.753,0.068,1.304,
188.13,29.758,0.473,1.976,
188.23,29.763,-0.119,1.760,
188.23,29.763,0.062,1.547,
188.28,29.765,0.480,1.730,
188.33,29.767,0.683,1.714,
188.43,29.772,0.626,1.570,
188.53,29.777,0.411,1.721,
188.53,29.777,0.487,1.526,
188.63,29.782,0.423,1.573,
188.73,29.787,0.457,1.658,
188.78,29.789,0.310,1.182,
188.93,29.796,0.255,1.389,
189.03,29.801,0.264,1.933,
189.13,29.806,0.167,1.490,
189.23,29.811,0.344,1.392,
189.28,29.813,0.360,1.500,
189.33,29.816,0.298,1.206,
189.33,29.816,0.216,1.382,
189.43,29.820,0.523,1.576,
189.53,29.825,0.175,1.332,
189.63,29.830,-0.031,1.184,
189.73,29.838,0.180,1.333,
189.78,29.842,0.340,1.540,
189.83,29.846,0.217,1.953,
189.85,29.848,0.491,1.287,
189.90,29.852,0.827,1.581,
189.93,29.855,0.478,1.612,
189.93,29.855,0.449,1.512,
189.94,29.856,0.746,1.742,
189.99,29.859,0.664,1.583,
190.03,29.863,0.205,1.513,
190.13,29.871,0.028,1.757,
190.23,29.880,0.475,1.750,
190.28,29.884,0.617,1.638,
190.28,29.884,0.501,1.568,
190.33,29.889,0.243,1.602,
190.33,29.889,0.589,1.986,
190.38,29.893,0.446,1.545,
190.43,29.897,0.591,1.816,
190.43,29.897,0.626,1.918,
190.53,29.906,0.781,1.826,
190.53,29.906,0.440,1.871,
190.58,29.911,0.671,1.942,
190.63,29.915,0.098,1.500,
190.63,29.915,0.681,1.793,
190.68,29.918,0.738,2.094,
190.73,29.922,0.596,1.549,
190.73,29.922,0.443,1.778,
190.78,29.925,0.580,1.780,
190.78,29.925,0.662,1.809,
190.83,29.929,0.395,1.944,
190.83,29.929,0.788,1.670,
190.88,29.932,0.618,1.650,
190.93,29.936,0.924,1.533,
190.93,29.936,0.367,1.621,
190.98,29.939,0.797,1.574,
191.03,29.943,0.903,1.858,
191.03,29.943,0.534,1.879,
191.03,29.943,0.438,2.032,
191.05,29.944,0.694,1.650,
191.08,29.946,0.819,1.623,
191.13,29.950,0.810,2.086,
191.13,29.950,0.771,2.239,
191.13,29.950,0.750,1.591,
191.18,29.953,0.510,1.489,
191.23,29.957,0.535,1.467,
191.23,29.957,0.384,1.941,
191.28,29.960,0.240,1.327,
191.33,29.964,0.411,1.590,
191.33,29.964,0.428,1.515,
191.38,29.967,0.443,1.426,
191.43,29.970,0.380,1.674,
191.43,29.970,0.613,1.582,
191.48,29.974,0.556,1.864,
191.53,29.977,0.508,1.884,
191.58,29.981,0.387,1.541,
191.63,29.984,0.665,1.654,
191.63,29.984,0.446,1.871,
191.68,29.988,0.648,1.563,
191.73,29.991,0.580,1.755,
191.73,29.991,0.446,1.671,
191.73,29.991,0.668,1.780,
191.78,29.995,0.593,1.573,
191.83,29.998,0.965,1.928,
191.88,30.002,0.868,1.695,
191.93,30.005,0.818,1.841,
191.98,30.009,0.547,1.780,
192.03,30.012,0.592,1.712,
192.06,30.014,0.720,1.600,
192.06,30.014,0.720,1.600,
192.08,30.016,0.667,1.580,
192.13,30.019,0.535,1.462,
192.18,30.023,0.634,1.707,
192.23,30.026,0.664,1.746,
192.28,30.029,0.638,1.712,
192.33,30.033,0.690,1.745,
192.38,30.036,0.590,1.581,
192.43,30.040,0.671,1.679,
192.48,30.043,0.671,1.771,
192.53,30.047,0.672,2.042,
192.58,30.051,0.587,1.877,
192.63,30.054,0.638,1.858,
192.68,30.058,0.875,2.038,
192.73,30.062,0.680,1.897,
192.78,30.066,0.636,1.746,
192.83,30.069,0.607,1.765,
192.88,30.073,0.777,1.994,
192.93,30.077,0.579,1.815,
192.98,30.080,0.785,1.630,
193.03,30.084,0.614,2.074,
193.05,30.086,0.730,1.750,
193.08,30.088,0.341,1.827,
193.13,30.092,0.637,1.819,
193.18,30.095,0.772,1.732,
193.23,30.099,0.646,1.894,
193.28,30.103,0.583,1.855,
193.33,30.107,0.693,2.020,
193.38,30.111,0.569,1.670,
193.43,30.114,0.796,1.831,
193.48,30.118,0.607,1.878,
193.53,30.122,0.513,1.698,
193.56,30.124,0.410,1.640,
193.58,30.125,0.458,1.859,
193.63,30.129,0.557,1.787,
193.68,30.133,0.365,1.709,
193.73,30.137,0.642,1.792,
193.78,30.140,0.661,2.022,
193.83,30.144,0.450,1.643,
193.88,30.148,0.668,1.825,
193.93,30.152,0.478,1.769,
193.98,30.155,0.368,1.782,
194.03,30.159,0.414,1.633,
194.05,30.161,0.290,1.380,
194.08,30.163,0.554,1.586,
194.13,30.167,0.462,1.517,
194.18,30.170,0.674,1.591,
194.23,30.174,0.434,1.668,
194.28,30.178,0.617,1.649,
194.33,30.182,0.525,1.681,
194.38,30.185,0.596,1.480,
194.43,30.189,0.619,1.536,
194.48,30.193,0.485,1.395,
194.53,30.197,0.409,1.272,
194.55,30.198,0.248,1.420,
194.58,30.201,0.576,1.566,
194.63,30.204,0.493,1.701,
194.68,30.208,0.137,1.345,
194.73,30.212,0.297,1.713,
194.78,30.215,0.434,1.728,
194.83,30.218,0.437,1.689,
194.88,30.221,0.721,1.623,
194.93,30.223,0.615,1.396,
194.98,30.226,0.562,1.806,
195.03,30.229,0.771,1.687,
195.06,30.231,0.490,1.780,
195.08,30.232,0.521,1.454,
195.13,30.235,0.671,1.715,
195.18,30.238,0.643,1.580,
195.23,30.241,0.431,1.641,
195.28,30.244,0.888,1.857,
195.33,30.246,0.760,2.000,
195.38,30.249,0.630,1.797,
195.43,30.252,0.539,1.522,
195.48,30.255,0.473,1.641,
195.53,30.258,0.613,1.614,
195.55,30.259,0.438,1.471,
195.58,30.261,0.548,1.850,
195.58,30.261,0.516,1.898,
195.63,30.264,0.552,1.949,
195.68,30.267,0.574,2.019,
195.73,30.269,0.742,1.808,
195.78,30.272,0.758,1.769,
195.83,30.275,0.732,1.670,
195.88,30.278,0.561,1.569,
195.93,30.281,0.779,1.542,
195.98,30.284,0.627,1.516,
196.03,30.288,0.541,1.693,
196.05,30.290,0.334,1.696,
196.08,30.292,0.479,1.709,
196.13,30.297,0.620,1.809,
196.18,30.302,0.649,1.554,
196.23,30.306,0.564,1.556,
196.28,30.311,0.454,1.671,
196.33,30.315,0.608,1.665,
196.38,30.320,0.623,1.483,
196.43,30.325,0.732,1.677,
196.48,30.329,0.642,1.338,
196.53,30.333,0.585,1.738,
196.55,30.335,0.500,1.420,
196.58,30.337,0.599,1.876,
196.63,30.341,0.765,1.888,
196.68,30.345,0.691,1.888,
196.73,30.350,0.802,2.011,
196.78,30.354,0.765,1.768,
196.83,30.358,0.730,1.589,
196.88,30.362,0.766,2.041,
196.93,30.366,0.655,1.499,
196.98,30.370,0.827,1.515,
197.03,30.374,0.810,1.775,
197.05,30.376,0.940,1.593,
197.05,30.376,0.940,1.593,
197.05,30.376,0.940,1.593,
197.05,30.376,0.940,1.593,
197.08,30.378,0.751,1.950,
197.08,30.378,0.728,1.683,
197.13,30.382,0.839,1.833,
197.18,30.386,0.797,1.650,
197.23,30.390,0.775,1.877,
197.28,30.394,0.792,1.772,
197.33,30.398,0.594,1.640,
197.38,30.403,0.459,1.695,
197.43,30.407,0.704,1.643,
197.48,30.411,0.475,1.587,
197.53,30.415,0.744,1.587,
197.55,30.416,0.460,1.680,
197.58,30.419,0.458,1.745,
197.63,30.423,0.661,1.798,
197.68,30.427,0.786,1.965,
197.73,30.431,0.551,1.565,
197.78,30.435,0.669,1.578,
197.83,30.439,1.042,1.746,
197.88,30.443,0.652,1.417,
197.93,30.448,0.506,1.635,
197.98,30.452,0.499,1.317,
198.03,30.457,0.718,1.816,
198.05,30.459,0.570,1.690,
198.08,30.462,0.555,1.654,
198.13,30.466,0.601,1.660,
198.18,30.471,0.727,1.682,
198.23,30.476,0.710,2.113,
198.28,30.480,0.795,1.746,
198.33,30.485,0.849,1.918,
198.36,30.487,0.824,1.912,
198.38,30.490,0.641,1.397,
198.40,30.492,0.719,1.811,
198.43,30.494,0.654,1.735,
198.45,30.496,0.649,1.920,
198.47,30.498,0.944,1.650,
198.49,30.500,0.887,1.769,
198.52,30.502,0.853,1.733,
198.55,30.505,1.020,1.877,
198.55,30.505,0.390,1.620,
198.60,30.510,0.466,1.681,
198.65,30.514,0.750,1.888,
198.70,30.519,0.517,1.253,
198.75,30.524,0.431,1.688,
198.80,30.528,0.662,1.742,
198.85,30.533,0.549,1.641,
198.90,30.538,0.309,1.571,
198.95,30.542,0.560,1.406,
199.00,30.547,0.533,1.372,
199.05,30.552,0.494,1.291,
199.10,30.556,0.696,1.715,
199.15,30.561,0.396,1.398,
199.20,30.565,0.429,1.581,
199.25,30.570,0.459,1.554,
199.30,30.575,0.522,1.678,
199.35,30.579,0.364,1.892,
199.40,30.584,0.451,1.584,
199.45,30.589,0.785,1.636,
199.50,30.593,0.815,1.810,
199.55,30.598,0.540,1.800,
199.56,30.599,0.234,1.760,
199.60,30.602,0.939,1.835,
199.65,30.607,0.940,1.442,
199.70,30.612,0.730,1.505,
199.75,30.616,0.835,1.786,
199.80,30.621,0.792,1.447,
199.85,30.626,0.875,1.290,
199.90,30.630,0.938,1.478,
199.95,30.635,0.690,1.577,
200.00,30.640,0.691,1.393,
200.05,30.644,0.706,1.014,
200.10,30.649,0.560,1.284,
200.15,30.653,0.942,1.481,
200.20,30.658,0.696,1.483,
200.25,30.663,0.836,1.726,
200.30,30.667,0.790,1.812,
200.35,30.672,0.523,1.590,
200.40,30.677,0.851,1.752,
200.45,30.681,0.747,1.995,
200.50,30.686,0.759,1.740,
200.55,30.690,0.690,1.580,
200.60,30.695,0.857,1.301,
200.65,30.700,0.848,1.729,
200.70,30.704,0.944,1.463,
200.75,30.709,0.772,1.475,
200.80,30.714,0.971,1.535,
200.85,30.718,0.749,1.657,
200.90,30.723,0.898,1.762,
200.95,30.728,0.939,1.628,
201.00,30.732,0.880,1.747,
201.05,30.737,0.700,1.860,
201.10,30.741,0.842,1.717,
201.15,30.746,0.710,1.734,
201.20,30.751,0.800,1.649,
201.25,30.755,0.898,1.876,
201.30,30.760,0.857,1.561,
201.35,30.765,0.816,1.665,
201.40,30.769,0.810,1.676,
201.45,30.774,0.802,1.588,
201.50,30.778,0.660,1.556,
201.55,30.783,0.810,1.530,
201.60,30.788,0.662,1.659,
201.65,30.792,0.707,1.981,
201.70,30.797,0.829,1.864,
201.75,30.802,0.869,1.527,
201.80,30.806,0.800,1.350,
201.85,30.811,1.021,1.849,
201.90,30.816,0.582,1.426,
201.95,30.820,0.647,1.732,
202.10,30.834,0.939,1.494,
202.15,30.839,0.838,1.462,
202.20,30.843,0.973,1.604,
202.25,30.848,0.691,1.386,
202.30,30.853,0.533,1.502,
202.35,30.857,0.765,1.847,
202.40,30.862,0.898,1.557,
202.45,30.866,0.965,1.857,
202.48,30.869,0.805,1.411,
202.48,30.869,0.805,1.410,
202.50,30.871,0.723,1.628,
202.60,30.880,0.865,1.778,
202.65,30.885,1.134,1.873,
202.70,30.890,0.974,1.481,
202.75,30.894,1.006,1.906,
202.80,30.899,0.834,1.864,
202.85,30.903,1.207,2.032,
202.90,30.908,0.996,1.620,
202.95,30.913,1.060,2.193,
202.98,30.916,1.130,1.590,
203.00,30.917,0.932,1.902,
203.03,30.920,0.940,1.600,
203.08,30.925,0.920,1.720,
203.13,30.929,0.880,1.780,
203.17,30.933,1.177,1.811,
203.18,30.934,0.890,1.800,
203.24,30.939,0.970,1.860,
203.24,30.940,0.970,1.860,
203.25,30.941,0.998,1.862,
203.29,30.944,0.890,1.720,
203.33,30.948,0.952,1.812,
203.35,30.950,0.620,1.880,
203.40,30.954,0.620,1.660,
203.42,30.956,0.769,1.928,
203.46,30.960,0.530,1.770,
203.51,30.964,0.730,1.700,
203.55,30.967,1.060,1.680,
203.58,30.969,0.810,1.440,
203.60,30.971,0.830,1.630,
203.65,30.974,0.890,1.700,
203.70,30.978,0.730,1.540,
203.76,30.982,0.750,1.410,
203.76,30.983,0.750,1.410,
203.80,30.986,0.710,1.690,
203.85,30.989,0.840,1.810,
203.96,30.998,1.020,1.780,
203.98,30.999,1.113,2.370,
204.01,31.001,1.170,1.570,
204.05,31.004,0.710,1.600,
204.10,31.008,0.870,1.560,
204.16,31.013,0.910,1.630,
204.21,31.017,0.820,1.720,
204.26,31.020,1.050,1.570,
204.26,31.020,1.050,1.570,
204.30,31.023,0.870,1.570,
204.35,31.027,1.140,1.660,
204.40,31.031,1.100,1.520,
204.46,31.035,0.990,1.600,
204.49,31.038,1.040,1.400,
204.54,31.041,0.980,1.370,
204.60,31.046,0.860,1.340,
204.65,31.050,0.790,1.690,
204.69,31.053,0.550,1.520,
204.74,31.057,0.660,1.700,
204.75,31.057,0.660,1.700,
204.79,31.060,0.640,1.710,
204.85,31.065,1.120,1.570,
204.90,31.069,0.880,1.420,
204.94,31.072,0.870,1.320,
204.98,31.075,0.666,1.440,
204.99,31.075,1.030,1.310,
205.04,31.079,1.010,1.370,
205.10,31.084,0.930,1.330,
205.15,31.087,0.920,1.690,
205.19,31.090,0.810,1.300,
205.24,31.094,0.970,1.480,
205.25,31.095,0.970,1.480,
205.29,31.098,0.720,1.500,
205.35,31.103,0.800,1.530,
205.40,31.106,0.870,1.400,
205.44,31.109,0.760,1.450,
205.49,31.113,0.690,1.620,
205.54,31.117,0.710,1.580,
205.60,31.121,0.930,1.690,
205.65,31.125,0.620,1.670,
205.69,31.128,0.640,1.600,
205.74,31.132,0.830,1.460,
205.79,31.136,1.030,1.600,
205.85,31.140,0.750,1.420,
205.90,31.144,0.870,1.380,
205.94,31.147,0.830,1.520,
206.01,31.152,0.780,1.370,
206.06,31.156,1.210,1.470,
206.11,31.160,0.830,1.380,
206.16,31.164,0.900,1.670,
206.21,31.167,1.160,1.500,
206.26,31.171,1.120,1.540,
206.26,31.171,1.120,1.540,
206.31,31.175,1.030,1.540,
206.36,31.179,0.990,1.520,
206.41,31.183,0.900,1.450,
206.46,31.186,0.810,1.480,
206.51,31.190,1.030,1.690,
206.56,31.194,0.790,1.840,
206.61,31.198,0.720,1.630,
206.66,31.201,1.020,1.500,
206.71,31.205,1.080,1.480,
206.76,31.209,0.940,1.620,
206.76,31.209,0.940,1.620,
206.81,31.213,1.250,1.560,
206.86,31.216,0.940,1.770,
206.91,31.220,1.210,1.830,
206.96,31.224,0.870,1.590,
207.01,31.228,0.990,1.630,
207.06,31.232,0.980,1.500,
207.11,31.235,0.880,1.320,
207.16,31.239,0.690,1.380,
207.21,31.243,1.000,1.530,
207.26,31.247,0.950,1.770,
207.26,31.247,0.950,1.770,
207.31,31.250,1.050,1.620,
207.36,31.254,1.120,1.620,
207.41,31.258,1.140,1.500,
207.46,31.262,0.850,1.650,
207.48,31.263,1.210,1.830,
207.53,31.267,1.000,1.690,
207.58,31.271,0.800,1.850,
207.63,31.275,0.770,1.870,
207.68,31.278,0.750,1.680,
207.73,31.282,0.690,1.740,
207.73,31.282,0.690,1.740,
207.78,31.286,0.920,1.590,
207.83,31.290,1.020,1.600,
207.88,31.293,0.900,1.720,
207.93,31.297,0.960,1.720,
207.98,31.301,0.600,1.720,
208.03,31.305,0.730,1.620,
208.08,31.308,0.650,1.660,
208.13,31.312,0.490,1.640,
208.18,31.316,0.420,1.490,
208.23,31.319,0.480,1.610,
208.23,31.319,0.480,1.610,
208.28,31.322,0.650,1.550,
208.33,31.325,0.720,1.460,
208.38,31.328,0.520,1.340,
208.43,31.331,0.530,1.330,
208.48,31.334,0.640,1.440,
208.53,31.337,0.510,1.110,
208.58,31.340,0.450,1.240,
208.63,31.342,0.470,1.290,
208.68,31.345,0.570,1.330,
208.73,31.348,0.460,1.450,
208.73,31.348,0.460,1.450,
208.78,31.351,0.580,1.300,
208.78,31.351,0.515,1.560,
208.83,31.354,0.500,1.360,
208.88,31.357,0.770,1.660,
208.93,31.360,0.650,1.460,
208.98,31.363,0.830,1.580,
