depth_m,age_calkaBP,d13Cc.wuell,d18Oc.wuell-cor64
44.09,4615.1,0.72,3.32
44.115,4616.4,0.62,3.27
44.14,4617.7,0.82,3.28
44.165,4619,0.86,3.35
44.19,4620.3,0.71,3.1
44.215,4621.6,0.59,3.24
44.24,4622.9,0.33,3.22
44.265,4624.1,0.6,3.25
44.29,4625.4,0.8,3.11
44.31,4626.5,0.69,3.18
44.34,4628,0.83,3.16
44.365,4629.3,0.79,3.19
44.39,4630.6,0.66,3.12
44.415,4631.9,0.67,3.12
44.44,4633.1,0.71,3.17
44.465,4634.4,0.64,3.24
44.49,4635.7,0.74,3.12
44.515,4637,0.32,3.23
44.54,4638.3,0.68,3.09
44.565,4639.6,0.15,3.1
44.59,4640.9,0.66,3.14
44.615,4642.1,0.56,3.09
44.64,4643.4,0.19,3.22
44.665,4644.7,0.35,3.31
44.69,4646,0.5,3.17
44.715,4647.3,0.74,3.19
44.74,4648.6,0.19,3.17
44.765,4649.9,0.45,3.14
44.79,4651.1,0.48,3.13
44.815,4652.4,0.5,3.27
44.84,4653.7,0.65,3.3
44.865,4655,0.4,3.41
44.89,4655.9,0.54,3.23
44.915,4656.9,0.64,3.28
44.94,4657.8,0.68,3.22
44.965,4658.7,0.58,3.22
44.99,4659.6,0.63,3.25
45.015,4660.6,0.68,3.26
45.04,4661.5,0.47,3.29
45.065,4662.4,0.86,3.21
45.09,4663.3,0.94,3.21
45.115,4664.3,0.77,3.17
45.14,4665.2,0.6,3
45.165,4666.1,0.8,3.36
45.19,4667,0.53,3.24
45.215,4668,0.8,3.22
45.24,4668.9,0.87,3.31
45.265,4669.8,0.59,3.21
45.29,4670.7,0.56,3.13
45.315,4671.7,0.78,3.21
45.34,4672.6,0.56,3.19
45.365,4673.5,0.7,3.3
45.39,4674.4,0.71,3.21
45.415,4675.4,0.77,3.15
45.44,4676.3,0.46,3.07
45.465,4677.2,0.74,2.88
45.49,4678.1,0.4,3.17
45.515,4679.1,0.64,3.13
45.54,4680,0.51,3.1
45.565,4680.9,0.66,3.18
45.59,4681.9,0.62,3.07
45.615,4682.8,0.53,3.23
45.64,4683.7,0.55,3.13
45.665,4684.6,0.8,3.13
45.69,4685.6,0.66,3.15
45.715,4686.5,0.53,3.05
45.74,4687.4,0.51,3.16
45.765,4688.3,0.26,3.12
45.79,4689.3,0.41,3.16
45.81,4690,0.77,3.29
45.84,4691.7,0.63,3.39
45.865,4693.1,0.5,3.28
45.89,4694.4,0.18,3
45.915,4695.8,0.41,3.09
45.94,4697.2,0.54,3.32
45.965,4698.6,0.31,3.2
45.99,4700,0.3,3.2
46.04,4702.8,0.43,3
46.065,4704.2,0.5,3.02
46.09,4705.6,0.02,3.09
46.115,4706.9,0.72,3.06
46.14,4708.3,0.83,2.9
46.165,4709.7,0.9,3.24
46.19,4711.1,0.77,2.93
46.215,4712.5,0.77,3.1
46.24,4713.9,0.77,2.92
46.265,4715.3,0.6,3.09
46.29,4716.7,0.38,3.17
46.315,4718.1,0.9,3.07
46.34,4719.4,0.66,3.28
46.365,4720.8,0.59,3.25
46.39,4722.2,0.68,3.24
46.415,4723.6,0.6,3.33
46.44,4725,0.72,3.29
46.465,4726.2,0.68,3.34
46.49,4727.4,0.58,3.24
46.515,4728.7,0.67,3.25
46.54,4729.9,0.72,3.23
46.565,4731.1,0.31,3.31
46.59,4732.3,0.22,3.23
46.615,4733.5,0.65,3.34
46.64,4734.8,0.63,3.33
46.665,4736,0.66,3.34
46.69,4737.2,0.6,2.66
46.715,4738.4,0.51,3.33
46.74,4739.6,0.66,3.26
46.79,4742.1,0.4,3.41
46.815,4743.3,0.51,3.11
46.84,4744.5,0.77,3.24
46.865,4745.7,0.8,3.3
46.89,4747,0.38,3.39
46.915,4748.2,0.74,3.2
46.94,4749.4,0.6,3.21
46.965,4750.6,0.81,3.3
46.99,4751.8,0.48,3.07
47.04,4754.3,0.9,3.22
47.065,4755.5,0.82,3.32
47.09,4756.7,0.81,3.46
47.115,4757.9,0.84,3.26
47.14,4759.1,0.44,3.22
47.165,4760.4,0.84,3.4
47.19,4761.6,0.81,3.11
47.215,4762.8,0.52,3.31
47.24,4764,0.84,3.31
47.265,4765.2,0.55,3.47
47.29,4766.5,0.54,3.42
47.31,4767.4,0.29,3.15
47.34,4768.9,0.71,3.5
47.365,4770.1,0.54,3.43
47.39,4771.3,0.67,3.29
47.415,4772.6,0.63,3.3
47.44,4773.8,0.6,3.38
47.465,4775,0.65,3.36
47.49,4775.6,0.79,3.42
47.515,4776.1,0.7,3.39
47.54,4776.7,0.67,3.38
47.565,4777.2,0.66,3.26
47.59,4777.8,0.81,3.33
47.615,4778.3,0.75,3.33
47.64,4778.9,0.95,3.24
47.665,4779.4,0.52,3.18
47.69,4780,0.96,3.23
47.715,4780.5,0.99,3.35
47.74,4781.1,0.83,3.21
47.765,4781.6,0.89,3.22
47.79,4782.2,0.88,3.23
47.815,4782.8,0.83,3.17
47.84,4783.3,0.85,3.32
47.865,4783.9,0.85,3.18
47.89,4784.4,0.87,3.24
47.915,4785,0.85,3.2
47.94,4785.5,0.81,3.16
47.965,4786.1,0.72,3.24
47.99,4786.6,1,3.25
48.015,4787.2,0.74,3.1
48.04,4787.7,0.82,3.22
48.065,4788.3,0.7,3.17
48.09,4788.9,0.71,3.19
48.115,4789.4,0.58,3.22
48.14,4790,0.33,3.16
48.165,4790.5,0.63,3.35
48.19,4791.1,0.69,3.27
48.215,4791.6,0.72,3.32
48.24,4792.2,0.39,3.17
48.265,4792.7,0.59,3.26
48.29,4793.3,1.04,3.19
48.315,4793.8,0.92,3.29
48.34,4794.4,0.94,3.45
48.365,4794.9,1.17,3.33
48.39,4795.5,0.97,3.29
48.415,4796.1,0.93,3.23
48.44,4796.6,1.11,3.3
48.465,4797.2,1.07,3.42
48.49,4797.7,0.89,3.23
48.515,4798.3,0.8,3.25
48.54,4798.8,0.93,3.33
48.565,4799.4,0.82,3.32
48.59,4799.9,0.9,3.2
48.615,4800.5,0.32,3.34
48.64,4801,1.01,3.23
48.665,4801.6,0.71,3.23
48.69,4802.1,0.94,3.26
48.715,4802.7,0.49,3.37
48.74,4803.3,0.8,3.25
48.765,4803.8,0.65,3.29
48.79,4804.4,0.79,3.31
48.81,4804.8,0.95,3.46
48.84,4805.5,0.83,3.36
48.865,4806,0.89,3.41
48.89,4806.6,0.65,3.39
48.915,4807.1,0.93,3.43
48.94,4807.7,0.67,3.3
48.965,4808.2,0.96,3.36
48.99,4808.8,0.76,3.22
49.015,4809.3,0.99,3.32
49.04,4809.9,0.76,3.25
49.045,4810,0.68,3.41
49.07,4810.6,0.84,3.17
49.095,4811.1,0.99,3.36
49.12,4811.7,0.6,3.33
49.14,4812.1,-0.28,3.47
49.17,4812.8,0.8,3.55
49.195,4813.3,0.83,3.45
49.22,4813.9,1.01,3.18
49.245,4814.4,0.7,3.43
49.27,4815,0.45,3.51
49.295,4816.1,0.66,3.53
49.32,4817.1,0.73,3.41
49.345,4818.2,0.55,3.51
49.37,4819.2,0.68,3.28
49.395,4820.3,0.8,3.52
49.42,4821.4,0.91,3.21
49.445,4822.4,0.64,3.43
49.47,4823.5,0.89,3.34
49.495,4824.5,0.91,3.26
49.52,4825.6,0.93,3.29
49.545,4826.7,0.75,3.47
49.57,4827.7,0.86,3.22
49.595,4828.8,0.94,3.21
49.62,4829.8,0.84,3.12
49.645,4830.9,0.8,3.14
49.67,4832,0.87,3.06
49.695,4833,0.89,3.02
49.72,4834.1,0.91,3.15
49.745,4835.2,0.62,3.22
49.77,4836.2,0.44,3.25
49.795,4837.3,0.81,3.38
49.82,4838.3,0.51,3.41
49.845,4839.4,0.76,3.32
49.87,4840.5,0.41,3.24
49.92,4842.6,0.73,3.33
49.945,4843.6,0.62,3.3
49.97,4844.7,0.51,3.41
49.995,4845.8,0.63,3.35
50.02,4846.8,0.4,3.66
50.045,4847.9,0.42,3.61
50.07,4848.9,0.55,3.44
50.095,4850,0.54,3.58
50.12,4851.1,0.42,3.84
50.145,4852.1,0.63,3.49
50.17,4853.2,0.53,3.5
50.195,4854.2,0.78,3.43
50.22,4855.3,0.4,3.56
50.245,4856.3,0.52,3.39
50.27,4857.4,0.65,3.41
50.295,4858.4,0.68,3.26
50.32,4859.5,0.69,3.36
50.345,4860.6,0.79,3.35
50.37,4861.6,0.84,3.29
50.395,4862.7,0.93,3.05
50.42,4863.7,0.54,3.22
50.445,4864.8,0.93,3.19
50.47,4865.8,0.56,3.3
50.495,4866.9,0.93,3.35
50.52,4867.9,0.81,3.31
50.545,4869,0.91,3.28
50.57,4870.1,0.87,3.43
50.595,4871.1,1.01,3.18
50.62,4872.2,0.89,3.31
50.64,4873,0.71,3.46
50.67,4874.3,0.94,3.21
50.695,4875.3,0.82,3.15
50.72,4876.4,0.89,3.23
50.745,4877.4,0.74,3.48
50.77,4878.5,0.91,3.21
50.795,4879.6,0.93,3.26
50.82,4880.6,0.74,3.37
50.845,4881.7,0.39,3.38
50.87,4882.7,0.87,3.41
50.895,4883.8,0.77,3.29
50.92,4884.8,0.85,3.38
50.945,4885.9,0.62,3.3
50.97,4886.9,0.7,3.46
50.995,4888,0.9,3.71
51.02,4889.1,0.39,3.14
51.045,4890.1,0.6,3.18
51.07,4891.2,0.66,3.28
51.095,4892.2,0.63,3.35
51.12,4893.3,-0.09,3.36
51.145,4894.3,0.64,3.25
51.17,4895.4,0.67,3.4
51.195,4896.4,0.67,3.39
51.22,4897.5,0.95,3.39
51.295,4900.7,0.56,3.24
51.32,4901.7,0.85,3.17
51.345,4902.8,0.72,3.19
51.37,4903.8,0.75,3.22
51.395,4904.9,0.77,3.2
51.42,4905.9,0.3,3.11
51.445,4907,0.74,3.06
51.47,4908.1,0.78,3.08
51.495,4909.1,0.5,2.99
51.52,4910.2,0.67,3.06
51.545,4911.2,0.72,3.21
51.57,4912.3,0.76,3.15
51.595,4913.3,0.68,3.16
51.62,4914.4,0.74,3.16
51.645,4915.4,0.79,3.25
51.67,4916.5,0.76,3.24
51.695,4917.6,0.56,3.24
51.72,4918.6,0.67,3.11
51.745,4919.7,0.59,3.1
51.77,4920.7,0.58,3.22
51.795,4921.8,0.57,3.1
51.82,4922.8,0.34,3.19
51.845,4923.9,0.68,3.04
51.87,4924.9,0.36,3.15
51.895,4926,0.69,3.09
51.92,4927.1,0.61,3.17
51.945,4928.1,0.68,3.09
51.97,4929.2,0.56,3.11
51.995,4930.2,0.82,3.26
52.02,4931.3,0.77,3.14
52.045,4932.3,0.79,3.04
52.07,4933.4,0.86,3.11
52.095,4934.4,0.85,3.26
52.12,4935.5,0.87,3.25
52.14,4936.3,0.4,3.17
52.17,4937.6,0.76,3.25
52.195,4938.7,0.48,3.19
52.22,4939.7,0.49,3.21
52.245,4940.8,0.9,3.29
52.27,4941.8,0.88,3.16
52.295,4942.9,0.72,3.29
52.32,4943.9,0.72,3.37
52.345,4945,0.83,3.22
52.37,4946.8,0.7,3.37
52.395,4948.5,0.94,3.18
52.42,4950.3,0.86,3.15
52.445,4952,0.91,3.08
52.47,4953.8,0.65,3.23
52.495,4955.5,0.84,3.16
52.52,4957.3,0.78,3.12
52.545,4959,0.71,3.09
52.57,4960.8,0.51,3.1
52.595,4962.5,0.49,3.19
52.62,4964.3,0.68,3.17
52.645,4966,0.81,3.08
52.67,4967.8,0.23,3.3
52.695,4969.5,0.82,3.34
52.72,4971.3,0.69,3.12
52.745,4973,0.62,3.33
52.77,4974.8,0.76,3.33
52.795,4976.5,0.47,3.32
52.82,4978.3,0.43,3.47
52.845,4980,0.5,3.35
52.87,4981.6,0.53,3.33
52.895,4983.2,0.47,3.27
52.92,4984.8,0.8,3.34
52.945,4986.3,0.59,3.34
52.97,4987.9,0.18,3.21
52.995,4989.5,0.65,3.32
53.02,4991.1,0.65,3.21
53.045,4992.7,0.8,3.08
53.07,4994.3,1.03,3.13
53.095,4995.9,0.95,3.02
53.12,4997.4,0.75,3.17
53.145,4999,0.9,3.03
53.17,5000.6,0.9,3.08
53.195,5002.2,0.95,3.1
53.22,5003.8,0.92,3.04
53.245,5005.4,0.7,3.12
53.27,5007,0.96,3.02
53.295,5008.5,0.77,3.11
53.32,5010.1,0.68,3.32
53.345,5011.7,0.87,3.08
53.37,5013.3,0.87,3.03
53.395,5014.9,0.86,2.91
53.42,5016.5,0.78,3.24
53.445,5018,0.74,2.96
53.47,5019.6,0.79,3.12
53.495,5021.2,0.78,3.19
53.52,5022.8,0.52,3.27
53.545,5024.4,0.75,3.09
53.67,5032.3,0.6,2.99
53.695,5033.9,0.67,3.14
53.72,5035.5,0.61,3.46
53.745,5037.1,0.53,3.34
53.77,5038.7,0.45,3.12
53.795,5040.2,0.53,3.14
53.82,5041.8,0.31,3.46
53.845,5043.4,0.59,3.29
53.87,5045,0.61,3.44
53.895,5047.6,0.68,3.39
54,5058.4,0.81,3.14
54.02,5060.5,0.63,3.16
54.05,5063.6,0.89,3.13
54.075,5066.2,1.08,3.15
54.1,5068.8,0.45,3.16
54.125,5071.4,0.91,3.21
54.15,5074,0.75,3.11
54.175,5076.6,0.86,3.02
54.2,5079.1,0.87,3.14
54.225,5081.7,0.52,3.19
54.25,5084.3,0.66,3.1
54.275,5086.9,0.78,3.4
54.3,5089.5,0.62,3.15
54.325,5092.1,0.68,3.31
54.35,5094.7,0.67,3.13
54.375,5097.2,0.67,3.25
54.4,5099.8,0.77,3.27
54.425,5102.4,0.6,3.48
54.45,5105,0.79,3.16
54.475,5106.2,0.73,3.42
54.5,5107.3,0.68,3.22
54.525,5108.5,0.87,3.24
54.55,5109.7,0.74,3.32
54.575,5110.8,0.72,3.29
54.6,5112,0.73,3.2
54.625,5113.2,0.64,3.3
54.65,5114.3,0.66,3.19
54.675,5115.5,0.84,3.15
54.7,5116.7,0.76,3.11
54.725,5117.8,0.81,3.19
54.75,5119,0.84,3.04
54.775,5120.2,0.87,3.15
54.8,5121.3,0.84,3.1
54.825,5122.5,0.69,3.18
54.85,5123.7,0.9,3.22
54.875,5124.8,0.75,2.9
54.9,5126,0.83,3.1
54.925,5127.2,0.77,3.15
54.95,5128.3,0.81,3.08
54.975,5129.5,0.85,3.16
55.025,5131.8,0.92,3.22
55.05,5133,0.88,3.19
55.075,5134.2,0.77,3.03
55.1,5135.3,0.96,3.29
55.125,5136.5,1.03,3.26
55.15,5137.7,0.86,3.19
55.175,5138.8,0.74,3.29
55.2,5140,0.9,3.13
55.225,5141.2,0.85,3.17
55.25,5142.3,1.01,3.12
55.275,5143.5,1.02,3.23
55.3,5144.7,0.86,3.05
55.325,5145.8,0.84,3.1
55.35,5147,0.81,3.05
55.375,5148.2,0.82,3
55.4,5149.3,0.68,3.14
55.425,5150.5,0.75,3.17
55.45,5151.7,0.88,3.19
55.475,5152.8,0.86,3.16
55.5,5154,0.85,3.28
55.52,5154.9,0.96,3.25
55.55,5156.3,0.82,3.16
55.575,5157.5,0.79,3.16
55.6,5158.7,0.69,3.13
55.625,5159.8,0.61,3.22
55.65,5161,0.57,3.16
55.675,5162.2,0.75,3.21
55.7,5163.3,0.61,3.19
55.725,5164.5,0.53,3.16
55.75,5165.7,0.42,3.14
55.775,5166.8,0.32,3.2
55.8,5168,0.57,3.18
55.825,5169.2,0.33,3.2
55.85,5170.3,0.65,3.28
55.875,5171.5,0.54,3.18
55.9,5172.7,0.61,3.23
55.925,5173.8,0.55,3.4
55.95,5175,0.66,3.25
55.975,5177.2,0.77,3.4
56,5179.3,0.75,3.35
56.025,5181.5,0.89,3.27
56.05,5183.6,0.84,3.31
56.075,5185.8,0.97,3.23
56.1,5188,1.01,3.2
56.125,5190.1,1.07,3.29
56.15,5192.3,0.97,3.12
56.175,5194.5,1.04,3.26
56.2,5196.6,0.89,3.24
56.225,5198.8,0.95,3.27
56.25,5200.9,0.9,3.17
56.275,5203.1,0.85,3.22
56.3,5205.3,0.78,3.04
56.325,5207.4,0.93,3.3
56.35,5209.6,0.98,3.25
56.375,5211.8,1.01,3.24
56.4,5213.9,0.9,3.09
56.425,5216.1,0.93,3.22
56.45,5218.2,0.94,3.3
56.475,5220.4,0.89,3.3
56.5,5222.6,0.95,3.23
56.525,5224.7,0.91,3.03
56.55,5226.9,0.8,3.15
56.575,5229.1,0.94,3.25
56.6,5231.2,1,3.26
56.625,5233.4,0.86,3.35
56.65,5235.5,0.79,3.22
56.675,5237.7,0.68,2.99
56.7,5239.9,0.83,3.33
56.725,5242,0.7,3.28
56.75,5244.2,0.73,3.41
56.775,5246.4,0.91,3.35
56.8,5248.5,0.82,3.3
56.825,5250.7,0.89,3.5
56.85,5252.8,0.87,3.45
56.875,5255,0.86,3.43
56.9,5257.2,0.83,3.46
56.925,5259.3,0.6,3.16
56.95,5261.5,0.89,3.39
56.975,5263.6,0.77,3.5
57,5265.8,0.91,3.19
57.02,5267.5,0.72,3.27
57.05,5270.1,1,3.08
57.075,5272.3,0.78,3.26
57.1,5274.5,1.07,3.03
57.125,5276.6,1.13,3.11
57.15,5278.8,1.03,3.05
57.175,5280.9,0.64,2.9
57.2,5283.1,0.91,3.1
57.225,5285.3,0.97,3.05
57.25,5287.4,0.95,3.07
57.275,5289.6,1.06,3.16
57.3,5291.8,0.94,2.96
57.325,5293.9,0.85,3.07
57.35,5296.1,1.07,3.07
57.375,5298.2,0.94,3.07
57.4,5300.4,1.01,3.04
57.425,5302.6,0.98,3.1
