Ma,U1146 bent d13C [per mil PDB] (Cibicidoides wuellerstorfi + ..,U1146 bent d18O [per mil PDB] (Cibicidoides wuellerstorfi + ..
8.293977861,0.62,2.22
8.296461651,0.69,2.56
8.298945441,0.69,2.3
8.301429231,0.57,2.47
8.30391302,0.76,2.35
8.30639681,0.65,2.57
8.3088806,0.45,2.24
8.31136439,0.47,2.38
8.313848179,0.5,2.46
8.316331969,0.42,2.44
8.318815759,0.4,2.67
8.321299549,0.41,2.63
8.323783339,0.3,2.74
8.326267128,0.37,2.59
8.328750918,0.46,2.49
8.331234708,0.55,2.65
8.333718498,0.66,2.62
8.336202287,0.64,2.5
8.338686077,0.78,2.62
8.341169867,0.75,2.56
8.343653657,0.81,2.47
8.345640689,0.76,2.57
8.346137447,0.73,2.47
8.348124478,0.75,2.57
8.348621236,0.89,2.31
8.350608268,0.67,2.47
8.353092058,0.64,2.52
8.355575848,0.7,2.59
8.358059637,0.63,2.58
8.360543427,0.6,2.49
8.363027217,0.62,2.6
8.367994797,0.56,2.54
8.370478586,0.54,2.54
8.372962376,0.53,2.49
8.375446166,0.42,2.51
8.377929956,0.32,2.4
8.380413745,0.15,2.44
8.382897535,0.29,2.44
8.385381325,0.19,2.37
8.387865115,0.17,2.49
8.390348904,0.44,2.56
8.392832694,0.38,2.54
8.395316484,0.49,2.44
8.397800274,0.59,2.36
8.400284064,0.58,2.28
8.402767853,0.6,2.43
8.405251643,0.56,2.32
8.407735433,0.59,2.41
8.410219223,0.62,2.49
8.412703012,0.65,2.44
8.415186802,0.62,2.54
8.417670592,0.53,2.55
8.420154382,0.38,2.25
8.422638172,0.46,2.3
8.425121961,0.33,2.16
8.427252099,0.42,2.28
8.428934641,0.38,2.38
8.430617183,0.41,2.6
8.432299725,0.39,2.49
8.433982267,0.48,2.54
8.435664809,0.6,2.31
8.437347351,0.62,2.46
8.439029893,0.57,2.47
8.440712435,0.56,2.37
8.442394977,0.55,2.38
8.44407752,0.64,2.45
8.445760062,0.69,2.24
8.447442604,0.77,2.44
8.449125146,0.66,2.48
8.450807688,0.7,2.4
8.45249023,0.49,2.62
8.454172772,0.79,2.54
8.455855314,0.68,2.38
8.457537856,0.55,2.69
8.459220398,0.66,2.67
8.460902941,0.78,2.55
8.462585483,0.64,2.41
8.464268025,0.76,2.53
8.465950567,0.95,2.42
8.467633109,0.24,2.46
8.469315651,0.15,2.44
8.470998193,0.88,2.42
8.472680735,0.31,2.38
8.474363277,0.86,2.43
8.476045819,0.87,2.35
8.477728362,0.88,2.46
8.479410904,0.87,2.39
8.481093446,0.61,2.38
8.482775988,0.92,2.34
8.48445853,0.99,2.46
8.486141072,0.93,2.29
8.487823614,0.77,2.33
8.489506156,0.9,2.33
8.49287124,0.94,2.28
8.494553783,0.96,2.38
8.496236325,0.98,2.44
8.497918867,0.54,2.57
8.499601409,0.81,2.4
8.501283951,0.76,2.47
8.502966493,0.88,2.46
8.504649035,0.77,2.31
8.508014119,0.87,2.36
8.509696661,0.9,2.36
8.511379204,0.81,2.28
8.513061746,0.85,2.3
8.51642683,0.8,2.42
8.518109372,0.83,2.37
8.519791914,0.96,2.93
8.521474456,0.91,2.64
8.523156998,0.71,2.6
8.52483954,0.96,2.47
8.526522082,0.92,2.41
8.528204625,0.83,2.47
8.529887167,1,2.36
8.531569709,1,2.36
8.533252251,0.95,2.32
8.534934793,1,2.35
8.536617335,1,2.44
8.538299877,1,2.41
8.539982419,0.95,2.27
8.541664961,0.94,2.26
8.543347503,0.73,2.19
8.545162591,0.92,2.29
8.546992293,0.61,2.15
8.548821996,0.7,2.36
8.550651698,0.62,2.29
8.5524814,0.94,2.43
8.554311103,0.8,2.51
8.556140805,0.69,2.38
8.557970508,0.75,2.61
8.55980021,0.74,2.41
8.561629912,0.89,2.54
8.563459615,0.85,2.59
8.565289317,0.9,2.46
8.56711902,0.95,2.49
8.568948722,0.99,2.23
8.570778424,0.95,2.45
8.572608127,1,2.35
8.574437829,1.1,2.51
8.576267532,1.1,2.33
8.578097234,1,2.16
8.579926936,0.79,2.3
8.581756639,1.1,2.35
8.583586341,1.1,2.29
8.585416044,0.95,2.39
8.587245746,0.77,2.35
8.589075448,0.85,2.73
8.590905151,0.93,2.15
8.592734853,0.93,2.64
8.594564556,0.92,2.47
8.596394258,0.94,2.53
8.59822396,0.88,2.61
8.600053663,0.92,2.76
8.601883365,0.98,2.65
8.603713068,0.83,2.68
8.60554277,0.96,2.66
8.607372472,0.92,2.64
8.609202175,0.94,2.79
8.611031877,0.89,2.72
8.61286158,0.91,2.55
8.614691282,0.82,2.66
8.616520984,0.85,2.68
8.618350687,0.82,2.62
8.619448508,0.91,2.52
8.621278211,0.81,2.37
8.623107913,0.82,2.66
8.624937615,0.75,2.53
8.626767318,0.8,2.53
8.632256425,0.51,2.56
8.634086127,0.68,2.33
8.63591583,0.64,2.83
8.637745532,0.66,2.67
8.639575235,0.61,2.51
8.641404937,0.53,2.4
8.643234639,0.54,2.55
8.645064342,0.63,2.54
8.646894044,0.72,2.46
8.648723747,0.68,2.51
8.650553449,0.67,2.42
8.652383151,0.64,2.38
8.654212854,0.7,2.45
8.656042556,0.73,2.36
8.657872259,0.76,2.2
8.659701961,0.56,2.26
8.661531663,0.41,2.25
8.663361366,0.42,2.05
8.665461332,0.46,2.12
8.667619101,0.34,2.56
8.66977687,0.41,2.72
8.671934639,0.35,2.63
8.674092408,0.3,2.53
8.676250177,0.2,2.53
8.678407945,0.43,2.64
8.680565714,0.37,2.58
8.682723483,0.66,2.52
8.684881252,0.52,2.33
8.687039021,0.64,2.33
8.68919679,0.55,2.33
8.691354559,0.7,2.37
8.693512328,0.54,2.61
8.695670097,0.74,2.44
8.697827866,0.55,2.55
8.699985634,0.6,2.53
8.702143403,0.66,2.47
8.704301172,0.76,2.49
8.706458941,0.74,2.19
8.70861671,0.64,2.26
8.710774479,0.68,2.37
8.712932248,0.78,2.36
8.715090017,0.74,2.56
8.717247786,0.82,2.36
8.719405555,0.69,2.5
8.721563323,0.65,2.53
8.723721092,0.53,2.6
8.725878861,0.76,2.78
8.72803663,0.73,2.56
8.730194399,0.8,2.6
8.732352168,0.61,2.69
8.734509937,0.81,2.47
8.736667706,0.8,2.43
8.738825475,0.85,2.47
8.740983244,0.86,2.34
8.743141012,0.75,2.48
8.745298781,0.62,2.55
8.74745655,0.79,2.4
8.749614319,0.86,2.3
8.751772088,0.75,2.23
8.753929857,0.65,2.19
8.756087626,0.78,2.08
8.758245395,0.72,2.11
8.760403164,0.64,2.23
8.762560933,0.62,2.28
8.764718701,0.69,2.3
8.76687647,0.75,2.49
8.769034239,0.73,2.49
8.771192008,0.77,2.52
8.773349777,0.7,2.35
8.775507546,0.83,2.36
8.777665315,0.99,2.34
8.779823084,0.76,2.2
8.781980853,0.71,2.32
8.784138622,0.66,2.27
8.78629639,0.59,2.23
8.788454159,0.71,2.22
8.790611928,0.72,2.26
8.792769697,0.69,2.39
8.794927466,0.76,2.43
8.797085235,0.74,2.59
8.799243004,0.71,2.5
8.801400773,0.73,2.47
8.803558542,0.71,2.49
8.805716311,0.76,2.55
8.807874079,0.71,2.46
8.810031848,0.78,2.48
8.812189617,0.79,2.59
8.814347386,0.75,2.65
8.816505155,0.81,2.54
8.818662924,0.97,2.66
8.820820693,0.95,2.51
8.822978462,0.97,2.52
8.825136231,1,2.71
8.827294,1.1,2.4
8.829451768,1,2.33
8.831609537,1,2.31
8.833767306,1,2.51
8.835925075,0.99,2.44
8.838082844,0.87,2.53
8.840240613,0.89,2.29
8.842398382,0.9,2.46
8.844556151,0.92,2.54
8.84671392,0.9,2.51
8.848871689,0.91,2.4
8.851029457,0.95,2.5
8.853187226,0.92,2.56
8.855344995,0.92,2.55
8.857502764,1,2.48
8.859660533,0.92,2.33
8.861818302,0.98,2.5
8.863976071,0.91,2.45
8.86613384,1,2.33
8.868310311,1,2.19
8.871092347,0.82,2.3
8.873874382,0.73,2.37
8.876656418,0.63,2.4
8.879438453,0.79,2.26
8.882220489,0.82,2.64
8.885002525,0.72,2.59
8.88778456,0.98,2.51
8.890566596,0.84,2.58
8.893348631,0.97,2.64
8.896130667,0.85,2.56
8.898912703,0.83,2.44
8.901694738,0.99,2.57
8.904476774,0.92,2.61
8.907258809,0.86,2.55
8.910040845,0.07,2.52
8.915604916,0.79,2.47
8.918386952,0.78,2.59
8.921168987,0.76,2.61
8.923951023,0.8,2.57
8.926733059,0.56,2.63
8.929515094,0.84,2.49
8.93229713,0.77,2.5
8.935079165,0.8,2.68
8.937861201,0.69,2.44
8.940643237,0.72,2.5
8.943425272,0.7,2.36
8.948989344,0.77,2.35
8.951771379,0.68,2.3
8.954079302,0.65,2.39
8.95618575,0.63,2.33
8.958292198,0.64,2.27
8.960398646,0.59,2.55
8.962505093,0.57,2.66
8.964611541,0.6,2.58
8.966717989,0.59,2.72
8.968824437,0.58,2.47
8.970930885,0.6,2.77
8.975143781,0.69,2.59
8.979356676,0.61,2.49
8.981463124,0.65,2.34
8.983569572,0.69,2.31
8.98567602,0.6,2.5
8.987782468,0.77,2.42
8.989888916,0.63,2.63
8.991995364,0.71,2.42
8.994101812,0.77,2.6
8.99620826,0.66,2.51
8.998314707,0.72,2.39
9.000421155,0.53,2.26
9.002527603,0.63,2.36
9.004634051,0.32,2.25
9.006740499,0.37,2.2
9.008846947,0.4,2.44
9.010953395,0.34,2.43
9.013059843,0.33,2.61
9.01516629,0.26,2.52
9.017272738,0.32,2.36
9.019379186,0.29,2.37
9.023592082,0.44,2.37
9.02569853,0.38,2.2
9.027804978,0.37,1.87
9.029911426,0.56,2.07
9.032017873,0.43,1.99
9.036233339,0.53,2.11
9.038342773,0.51,2.13
9.042561642,0.66,2.02
9.044671077,0.41,2.29
9.046780511,0.33,2.08
9.048889946,0.36,2.12
9.053108815,0.45,2.24
9.055218249,0.29,2.42
9.057327684,0.38,2.54
9.059437118,0.58,2.44
9.061546553,0.37,2.52
9.063655987,0.21,2.45
9.065765421,0.62,2.46
9.067874856,0.09,2.26
9.06998429,0.52,2.41
9.072093725,0.52,2.27
9.074203159,0.69,2.4
9.076312594,0.57,2.49
9.078422028,0.62,2.46
9.080531463,0.54,2.47
9.082640897,0.49,2.57
9.084750332,0.49,2.52
9.086859766,0.51,2.43
9.088969201,0.67,2.47
9.091078635,0.51,2.45
9.093188069,0.55,2.29
9.095297504,0.67,2.46
9.097406938,0.56,2.27
9.099516373,0.52,2.21
9.101625807,0.58,2.28
9.103735242,0.6,2.27
9.105844676,0.39,2.31
9.107954111,0.4,2.13
9.110063545,0.56,2.25
9.11217298,0.63,2.34
9.114282414,0.61,2.35
9.116391849,0.69,2.29
9.118501283,0.65,2.13
9.120610717,0.59,2.16
9.122567222,0.61,2.13
9.124441349,0.59,2.12
9.126315475,0.28,2.51
9.128189602,0.6,2.39
9.130063729,0.53,2.4
9.131937856,0.49,2.31
9.133811983,0.47,2.19
9.135686109,0.77,2.26
9.137560236,0.64,2.31
9.139434363,0.7,2.23
9.14130849,0.57,2.14
9.143182617,0.3,2.11
9.145056743,0.59,2.15
9.14693087,0.4,2.4
9.148804997,0.64,2.27
9.150679124,0.68,2.26
9.152553251,0.68,2.29
9.154427377,0.69,2.32
9.156301504,0.66,2.11
9.158607331,0.76,2.19
9.161265911,0.6,2.3
9.163924492,0.65,2.1
9.166583072,0.59,1.97
9.169241652,0.56,2.2
9.171900232,0.6,2.32
9.174558813,0.75,2.32
9.177217393,0.54,2.61
9.179875973,0.57,2.46
9.182534553,0.49,2.53
9.185193133,0.54,2.34
9.187851714,0.44,2.39
9.190510294,0.62,2.43
9.193168874,0.63,2.41
9.195827454,0.78,2.42
9.198486034,0.58,2.32
9.201144615,0.54,2.33
9.203803195,0.59,2.36
9.211778936,0.43,2.64
9.214437516,0.44,2.67
9.217096096,0.58,2.55
9.219754676,0.43,2.57
9.222413256,0.59,2.63
9.225071837,0.42,2.58
9.227730417,0.54,2.48
9.230388997,0.51,2.44
9.233047577,0.67,2.39
9.235706157,0.64,2.38
9.238364738,0.7,2.36
9.240924109,0.6,2.32
9.243245997,0.62,2.42
9.245567886,0.68,2.34
9.247889774,0.6,2.34
9.250211663,0.5,2.24
9.252533551,0.5,2.42
9.254855439,0.38,2.53
9.257177328,0.37,2.51
9.259499216,0.33,2.64
9.261821105,0.41,2.57
9.264142993,0.51,2.56
9.266464881,0.46,2.63
9.26878677,0.25,2.65
9.271108658,0.41,2.44
9.273430547,0.37,2.6
9.275752435,0.42,2.52
9.278074324,0.64,2.44
9.280396212,0.59,2.3
9.2827181,0.51,2.39
9.285039989,0.39,2.3
9.287361877,0.55,2.31
9.289683766,0.43,2.35
9.292005654,0.57,2.25
9.294327542,0.37,2.28
9.296649431,0.49,2.44
9.298971319,0.5,2.58
9.301293208,0.24,2.19
9.303615096,0.31,2.39
9.305936985,0.5,2.38
9.308258873,0.51,2.39
9.310580761,0.45,2.33
9.31290265,0.42,2.45
9.315224538,0.48,2.26
9.317546427,0.52,2.28
9.319868315,0.53,2.21
9.322190203,0.41,2.25
9.324512092,0.31,2.14
9.32683398,0.3,2.1
9.329155869,0.26,2.31
9.331477757,0.22,2.36
9.333799646,0.4,2.31
9.336121534,0.33,2.39
9.338443422,0.2,2.39
9.340765311,0.16,2.52
9.343087199,0.43,2.59
9.345409088,0.48,2.51
9.347730976,0.42,2.39
9.350052865,0.39,2.44
9.352374753,0.43,2.27
9.354696641,0.37,2.39
9.35701853,0.48,2.35
9.359340418,0.5,2.3
9.361662307,0.5,2.2
9.363984195,0.5,2.18
9.366306083,0.2,2.18
9.368627972,0.31,2.27
9.37094986,0.37,2.14
9.373271749,0.31,2.39
9.375593637,0.32,2.34
9.377915526,0.43,2.32
9.380237414,0.41,2.42
9.382559302,0.36,2.49
9.384881191,0.32,2.28
9.387203079,0.4,2.5
9.389524968,0.39,2.21
9.391846856,0.38,2.31
9.394168744,0.44,2.32
9.396490633,0.52,2.17
9.398812521,0.47,2.23
9.40113441,0.43,2.15
9.403296333,0.33,2.03
9.405186422,0.37,2.17
9.407076512,0.4,2.25
9.408966601,0.32,2.32
9.410856691,0.27,2.41
9.41274678,0.34,2.46
9.41463687,0.16,2.51
9.416526959,0.22,2.35
9.418417049,0.12,2.46
9.420307138,0.11,2.39
9.422197228,0.19,2.44
9.424087317,0.08,2.54
9.425977406,0.05,2.42
9.427867496,-0.05,2.46
9.429757585,0.23,2.58
9.431647675,0.32,2.51
9.433537764,0.38,2.42
9.435427854,0.37,2.34
9.437317943,0.37,2.45
9.439208033,0.37,2.01
9.441098122,0.35,2.24
9.442988212,0.37,2.17
9.444878301,0.33,2.27
9.446768391,0.29,2.22
9.44865848,0.23,2.47
9.45054857,0.28,2.3
9.452438659,0.31,2.51
9.454328749,0.06,2.39
9.456218838,0.24,2.51
9.458108927,0.27,2.59
9.459999017,0.12,2.38
9.461889106,0.18,2.44
9.463779196,0.29,2.36
9.465669285,0.35,2.38
9.467559375,0.37,2.36
9.469449464,0.21,2.51
9.471339554,0.39,2.38
9.473229643,0.29,2.47
9.475119733,0.37,2.26
9.477009822,0.19,2.26
9.478899912,0.39,2.21
9.480790001,0.41,2.22
9.482680091,0.18,2.29
9.48457018,0.2,2.15
9.486460269,0.3,2.26
9.488350359,0.22,2.28
9.490240448,0.27,2.08
9.492130538,0.11,2.43
9.494020627,0.28,2.39
9.495910717,0.22,2.52
9.499690896,0.29,2.44
9.501580985,0.35,2.52
9.503471075,0.33,2.38
9.505361164,0.24,2.44
9.507251254,0.37,2.4
9.509141343,0.52,2.34
9.511031433,0.46,2.31
9.512921522,0.41,2.37
9.514811612,0.49,2.15
9.51859179,0.34,2.19
9.520897867,0.16,1.98
9.523008653,0.29,2.13
9.525119439,0.21,2.48
9.527230225,0.18,2.41
9.529341011,0.19,2.51
9.531451797,0.2,2.45
9.533562583,0.16,2.5
9.535673369,0.2,2.52
9.537784156,0.15,2.47
9.539894942,0.3,2.4
9.542005728,0.22,2.41
9.544116514,0.36,2.31
9.5462273,0.37,2.38
9.548338086,0.47,2.38
9.550448872,0.46,2.21
9.552559658,0.46,2.3
9.554670444,0.52,2.18
9.55678123,0.36,2.07
9.558892016,0.49,2.15
9.561002802,0.22,2.13
9.563113588,0.4,2.26
9.565224374,0.39,2.19
9.567335161,0.39,2.39
9.569023789,0.42,2.48
9.571134576,0.35,2.4
9.573245362,0.34,2.4
9.575356148,0.43,2.26
9.577466934,0.43,2.38
9.57957772,0.41,2.36
9.581688506,0.44,2.26
9.583799292,0.47,2.32
9.585910078,0.53,2.23
9.588020864,0.51,2.14
9.59013165,0.45,2.23
9.592242436,0.53,2.07
9.594353222,0.38,2.2
9.596464008,0.41,2.03
9.598574794,0.5,1.88
9.600685581,0.29,1.98
9.602796367,0.34,1.96
9.604907153,0.49,2.19
9.607017939,0.28,2.37
9.609128725,0.51,2.44
9.613350297,0.35,2.47
9.615461083,0.44,2.52
9.617571869,0.33,2.5
9.619682655,0.34,2.59
9.621793441,0.36,2.24
9.623904227,0.51,2.42
9.626015013,0.42,2.32
9.6281258,0.6,2.22
9.630236586,0.53,2.17
9.632347372,0.46,2.17
9.634458158,0.52,2.13
9.636568944,0.37,2.13
9.63867973,0.47,2.23
9.640790516,0.41,2.37
9.642901302,0.46,2.17
9.645012088,0.33,2.22
9.647122874,0.36,2.39
9.64923366,0.36,2.17
9.651344446,0.44,2.23
9.653455232,0.26,2.12
9.655566019,0.28,2.29
9.657676805,0.33,2.2
9.659787591,0.22,2.26
9.664009163,0.31,2.33
9.666119949,0.17,2.21
9.668230735,0.32,2.18
9.670341521,0.3,2.12
9.672452307,0.47,2.22
9.674563093,0.33,2.15
9.676673879,0.43,2.16
9.678784665,0.18,1.93
9.680895451,0.24,2.03
9.683006237,0.41,2.12
9.685117024,0.57,2.07
9.68722781,0.57,2.2
9.689338596,0.3,2.39
9.691449382,0.26,2.26
9.693560168,0.34,2.51
9.695670954,0.25,2.53
9.69778174,0.36,2.41
9.699892526,0.36,2.38
9.702003312,0.29,2.5
9.704114098,0.46,2.34
9.706224884,0.49,2.37
9.70833567,0.42,2.33
9.710446456,0.45,2.2
9.712557243,0.52,2.18
9.714668029,0.44,2.29
9.716778815,0.45,2.26
9.718889601,0.44,2.12
9.721000387,0.25,2.3
9.723111173,0.21,2.21
9.724799802,0.3,2.11
9.727332745,0.29,2.34
9.729443531,0.13,2.34
9.731554317,0.23,2.52
9.733665103,0.12,2.43
9.735775889,0.15,2.48
9.737886675,0.07,2.54
9.739997461,0.28,2.55
9.742108248,0.26,2.49
9.744219034,0.4,2.3
9.74632982,0.2,2.14
9.748440606,0.37,2.38
9.750551392,0.23,2.23
9.752662178,0.26,2.22
9.754772964,0.34,2.17
9.75688375,0.35,2.23
9.758994536,0.4,2.18
9.761105322,0.28,2.02
9.763308273,0.35,2.09
9.76503489,0.31,2.06
9.766761506,0.23,2.04
9.768488122,0.01,2.12
9.770214738,0.01,2.07
9.771941354,0.04,2.13
9.77366797,-0.19,2.24
9.775394586,0.13,2.57
9.777121202,0.18,2.37
9.778847818,0.12,2.37
9.780574434,0.02,2.45
9.78230105,0.26,2.27
9.784027667,0.37,2.35
9.785754283,0.26,2.16
9.787480899,0.21,2.09
9.789207515,0.19,2.14
9.790934131,0.22,2
9.792660747,0.33,2.13
9.794387363,0.54,2.35
9.796113979,0.41,2.21
9.797840595,0.56,2.12
9.799567211,0.43,2.1
9.801293828,0.43,2.23
9.803020444,0.34,2.14
9.80474706,0.18,2.33
9.806473676,0.1,2.3
9.808200292,0.15,2.49
9.809926908,-0.11,2.18
9.811653524,0.33,2.68
9.81338014,0.3,2.48
9.815106756,0.31,2.53
9.816833372,0.3,2.83
9.818559988,0.27,2.64
9.819941281,0.38,2.32
9.830300978,0.19,2.3
9.832027594,0.31,2.04
9.83375421,0.21,2.17
9.835480826,0.12,2.12
9.837207442,0.2,2.11
9.838934058,0.2,2.17
9.840660674,0.24,2.2
9.842387291,-0.03,2.21
9.844113907,0.16,2.13
9.845840523,0.26,2.26
9.847567139,0.49,2.02
9.849293755,0.25,2.38
9.851020371,0.27,2.55
9.852746987,0.33,2.42
9.854473603,0.28,2.49
9.856200219,0.23,2.43
9.857926835,0.2,2.41
9.859653452,0.23,2.36
9.861380068,0.23,2.32
9.863106684,0.25,2.29
9.8648333,0.33,2.2
9.866559916,0.23,2.33
9.868286532,-0.28,2.29
9.870013148,0.38,2.21
9.871739764,0.26,2.25
9.87346638,0.37,2.44
9.875192996,0.21,2.32
9.876919612,0.23,2.32
9.878646229,0.1,2.01
9.880372845,0.14,2.2
9.882112065,-0.12,1.7
9.884045617,0.06,1.95
9.88597917,-0.13,2.22
9.887912722,-0.03,1.98
9.889846275,0.03,2.27
9.891779827,-0.02,2.25
9.89371338,0.12,2.34
9.895646932,0.23,2.42
9.897580485,-0.02,2.46
9.899514037,-0.17,2.45
9.901447589,0.06,2.36
9.903381142,0.03,2.4
9.905314694,0.2,2.36
9.907248247,0.13,2.12
9.909181799,0.14,2.14
9.911115352,0.32,2.24
9.913048904,0.17,2.26
9.914982457,0.42,2.26
9.916916009,0.46,2.24
9.918849562,0.4,2.23
9.920783114,0.46,2.23
9.922716667,0.39,2.09
9.924650219,0.45,2.19
9.926583772,0.41,2.18
9.928517324,0.23,2.28
9.930450877,0.19,2.18
9.932384429,0.27,2.31
9.934317981,0.41,2.41
9.936251534,0.33,2.32
9.938185086,0.54,2.31
9.940118639,0.28,2.4
9.942052191,0.25,2.22
9.943985744,0.45,2.3
9.945919296,0.36,2.54
9.947852849,0.41,2.32
9.949786401,0.35,2.45
9.951719954,0.24,2.17
9.953653506,0.31,2.3
9.955587059,0.43,2.29
9.957520611,0.45,2.23
9.959454164,0.44,2.21
9.961387716,0.45,2.11
9.963321269,0.39,2.1
9.965254821,0.41,2.06
9.967188373,0.43,2.08
9.969121926,0.47,2.22
9.971055478,0.44,2.19
9.972989031,0.41,2.01
9.974922583,0.55,2.11
9.976856136,0.5,2.1
9.978789688,0.57,2.03
9.980723241,0.53,2.05
9.982656793,0.42,2
9.984590346,0.37,2.01
9.986523898,0.59,2.1
9.988457451,0.52,1.92
9.990391003,0.39,2.04
9.992324556,0.54,2.26
9.994258108,0.57,2.11
9.996191661,0.65,2.21
10.00005877,0.52,1.92
10.00199232,0.58,2.03
10.00392587,0.66,1.9
10.00585942,0.71,2.08
10.00779298,0.67,2.07
10.00972653,0.62,1.92
10.01166008,0.56,1.91
10.01359363,0.61,2.15
10.01552719,0.46,1.99
10.01746074,0.51,2.38
10.01939429,0.34,2.24
10.02132784,0.48,2.23
10.0232614,0.54,2.33
10.02559634,0.42,2.32
10.02812747,0.51,2.31
10.03065859,0.58,2.29
10.03318971,0.64,2.26
10.03572083,0.59,2.22
10.03825195,0.53,2.21
10.04078308,0.69,2.13
10.04584532,0.53,2.03
10.04837644,0.56,2.1
10.05090757,0.68,2.1
10.05343869,0.58,2.15
10.05596981,0.55,1.97
10.05850093,0.51,2.23
10.06103206,0.47,2.08
10.06356318,0.47,2.23
10.0660943,0.51,2.13
10.06862542,0.45,2.13
10.07166277,0.37,2.09
10.07419389,0.52,2.31
10.07925614,0.66,2.11
10.08178726,0.67,2.13
10.08431838,0.59,1.89
10.0868495,0.73,2.02
10.08938063,0.82,2.03
10.09191175,0.69,2.18
10.09444287,0.68,2.22
10.09697399,0.38,2.08
10.09950511,0.65,2.34
10.10203624,0.69,2.4
10.10456736,0.73,2.34
10.10710733,0.63,2.34
10.10984844,0.73,2.32
10.11258956,0.69,2.34
10.11533067,0.78,2.23
10.11752357,0.68,2.01
10.12026468,0.7,2.24
10.12300579,0.59,1.98
10.12574691,0.68,2.19
10.12848802,0.69,2.21
10.13122914,0.72,2.27
10.13397025,0.63,2.12
10.13671137,0.55,2.08
10.13945248,0.56,1.96
10.1421936,0.51,2.12
10.14493471,0.68,2.26
10.14767583,0.66,2.22
10.15041694,0.63,2.26
10.15315806,0.52,2.16
10.15589917,0.61,2.2
10.15864029,0.52,2.03
10.1613814,0.62,2.15
10.16412251,0.5,2.01
10.16686363,0.57,2.02
10.16960474,0.55,2.1
10.17234586,0.54,2.11
10.17508697,0.67,2.19
10.17782809,0.57,2.1
10.1805692,0.68,2.16
10.18331032,0.78,2.45
10.18605143,0.56,1.98
10.18879255,0.66,2.15
10.19153366,0.49,1.93
10.19427478,0.58,2.06
10.19701589,0.34,1.94
10.19975701,0.56,2.05
10.20249812,0.77,2.34
10.20523923,0.67,2.28
10.20798035,0.6,2.13
10.21072146,0.68,2.22
10.21346258,0.71,2.14
10.21894481,0.77,2.22
10.22168592,0.69,2.23
10.22442704,0.72,2.07
10.22716815,0.78,2.22
10.22990927,0.82,2.14
10.23265038,0.77,2.2
10.2353915,0.88,2.14
10.23813261,0.79,2.1
10.24087373,0.78,2.08
10.24361484,0.77,2.1
10.24635595,0.76,2.02
10.24909707,0.76,2.1
10.25183818,0.64,2.15
10.2545793,0.66,2.14
10.25732041,0.59,2.17
10.26006153,0.66,2.32
10.26280264,0.63,2.37
10.26554376,0.51,2.33
10.26828487,0.51,2.33
10.27099768,0.67,2.5
10.27354458,0.58,2.4
10.27609148,0.69,2.35
10.27863838,0.71,2.29
10.28118528,0.58,2.15
10.28373218,0.69,2.02
10.28627908,0.67,2.05
10.28882599,0.75,2.05
10.29137289,0.74,2.15
10.29391979,0.78,2.19
10.29646669,0.67,2
10.29901359,0.77,2.17
10.30156049,0.83,2.1
10.3041074,0.68,2.04
10.3066543,0.59,1.9
10.3092012,0.56,1.94
10.3117481,0.52,1.99
10.314295,0.65,2.11
10.3168419,0.61,2.19
10.3193888,0.77,2.25
10.32193571,0.75,2.17
10.32448261,0.87,2.09
10.32702951,0.8,2.05
10.32957641,0.75,2.02
10.33212331,0.58,2.04
10.33467021,0.72,2.05
10.33721711,0.78,2.21
10.34231092,0.66,2.31
10.34485782,0.69,2.29
10.34740472,0.47,2.32
10.3503323,0.74,2.37
10.35360108,0.76,2.36
10.35686986,0.67,2.31
10.36013864,0.7,2.1
10.36340742,0.75,2.3
10.3666762,0.72,2.22
10.36994498,0.84,2.28
10.37386752,0.55,2
10.3771363,0.88,2.42
10.38040508,0.86,2.21
10.38367386,0.69,2.2
10.38694264,0.62,2.23
10.39021142,0.82,2.15
10.3934802,0.71,2.17
10.39674898,0.67,2.11
10.40001776,0.74,2.12
10.40328654,0.75,2.17
10.40655532,0.68,2.17
10.4098241,0.73,2.13
10.41309288,0.62,2.31
10.41636166,0.76,2.28
10.41963044,0.7,2.23
10.42289922,0.6,2.24
10.426168,0.62,2.2
10.42943678,0.63,2.16
10.43270556,0.71,2.14
10.43597434,0.62,2.12
10.43924312,0.95,2.52
10.4425119,0.78,2.15
10.44578068,0.62,1.94
10.4483957,0.74,2.12
10.45166448,0.5,1.83
10.45493326,0.53,1.97
10.4577756,0.62,1.95
10.45954544,0.57,1.89
10.46131527,0.57,2.01
10.4630851,0.57,2.06
10.46485494,0.72,2.23
10.46662477,0.68,2.24
10.4683946,0.62,2.3
10.47016444,0.57,2.1
10.47193427,0.62,2.17
10.4737041,0.66,2.21
10.47547394,0.57,2.09
10.47724377,0.57,2.1
10.4790136,0.63,2.06
10.48078344,0.6,2.08
10.48255327,0.64,2.17
10.4843231,0.67,2.11
10.48609294,0.69,2.13
10.48786277,0.68,2.08
10.4896326,0.58,2.08
10.49140244,0.54,2.05
10.49317227,0.4,1.99
10.4949421,0.45,2.05
10.49671194,0.46,2.09
10.49848177,0.47,2.12
10.5002516,0.61,2.14
10.50202144,0.58,2.3
10.50379127,0.54,2.19
10.50910077,0.48,2.19
10.5108706,0.45,2.14
10.51264044,0.4,2.08
10.51441027,0.43,1.95
10.5161801,0.42,2.14
10.51794994,0.56,2
