U1337_ISOBENt18_CCSF,U1337_ISOBENt18_AgeL2019,U1337_ISOBENt18_d13Cequi,U1337_ISOBENt18_d18Oequi
173.82,8.72474,0.676,3.094
173.92,8.72917,0.63,3.339
174.02,8.73361,0.549,3.343
174.12,8.73804,0.52,3.275
174.22,8.74247,0.491,3.333
174.32,8.74691,0.148,3.122
174.42,8.75134,0.155,3.347
174.52,8.75578,0.382,3.118
174.62,8.76021,0.39,3.204
174.72,8.76465,0.44,2.969
174.82,8.76908,0.462,2.878
174.92,8.77351,0.109,2.916
175.02,8.77844,-0.127,3.502
175.12,8.78357,0.317,2.975
175.22,8.7887,0.137,3.347
175.32,8.79383,0.458,3.095
175.42,8.79896,0.326,3.275
175.52,8.80273,0.044,3.221
175.62,8.80649,0.153,3.252
175.72,8.81026,0.378,3.133
175.82,8.81402,0.471,3.135
175.92,8.81779,0.715,3.12
176.02,8.82155,0.568,3.295
176.12,8.82532,0.565,3.227
176.22,8.82908,0.59,3.263
176.32,8.83349,0.762,3.16
176.42,8.83941,0.683,3.234
176.52,8.84532,0.536,3.366
176.62,8.85124,0.793,2.56
176.72,8.85715,0.668,3.151
176.82,8.86302,0.407,2.93
176.92,8.86877,0.657,2.992
177.02,8.87451,0.361,2.85
177.12,8.88026,0.854,3.075
177.22,8.88601,0.782,2.952
177.32,8.89176,0.544,2.773
177.42,8.89788,0.535,2.814
177.52,8.90425,-0.271,3.58
177.62,8.91062,0.357,3.148
177.72,8.91699,0.693,3.059
177.82,8.92336,0.598,3.232
177.92,8.92928,0.891,3.29
178.02,8.9349,0.967,3.057
178.12,8.94052,1.009,3.012
178.22,8.94614,0.871,3.198
178.32,8.95176,0.673,3.242
178.42,8.95738,0.961,3.176
178.52,8.963,0.976,3.143
178.62,8.96862,0.76,3.064
178.72,8.97431,0.772,3.101
178.82,8.98056,0.891,2.668
178.92,8.98682,0.547,3.001
179.02,8.99307,0.602,2.876
179.12,8.99933,0.588,3.36
179.22,9.00559,0.886,3.28
179.32,9.01184,0.632,3.312
179.42,9.0181,0.741,3.351
179.52,9.02441,0.729,3.311
179.62,9.03124,0.744,3.17
179.72,9.03806,0.894,3.248
179.82,9.04478,0.712,3.15
179.92,9.05051,0.776,3.269
180.02,9.05625,0.514,3.344
180.12,9.06198,0.822,3.276
180.22,9.06771,0.743,3.379
180.32,9.07345,0.676,3.285
180.42,9.07918,0.407,3.226
180.52,9.08491,0.768,3.109
180.62,9.09065,0.575,3.128
180.72,9.09638,0.738,3.075
180.82,9.10212,-0.795,2.989
180.92,9.10785,0.589,2.924
181.02,9.11358,0.6,3.08
181.22,9.12733,0.194,3.18
181.32,9.13433,-0.081,3.35
181.42,9.14133,-0.586,3.527
181.52,9.14788,-0.384,3.717
181.62,9.15438,0.347,3.253
181.72,9.16088,-0.134,2.815
181.92,9.17165,0.534,3.082
182.02,9.17496,0.297,3.109
182.12,9.17826,0.63,3.169
182.22,9.18157,0.568,3.007
182.32,9.18488,0.57,2.95
182.42,9.18819,-0.432,2.991
182.52,9.19161,0.305,2.968
182.72,9.20039,0.096,2.98
182.92,9.20917,0.221,3.129
183.02,9.21356,0.234,2.846
183.12,9.21787,0.595,2.853
183.22,9.22206,0.036,2.848
183.32,9.22625,0.337,3.19
183.42,9.23044,0.529,3.209
183.52,9.23599,0.188,3.043
183.62,9.24244,0.42,2.97
183.72,9.24889,0.553,3.155
183.82,9.25535,0.609,3.205
183.92,9.2618,0.599,3.239
184.12,9.2747,0.54,2.946
184.22,9.27963,0.436,3.027
184.32,9.28439,0.522,2.867
184.42,9.28915,0.117,2.9
184.52,9.29392,0.462,3.171
184.62,9.29868,0.503,2.904
184.72,9.30344,0.536,2.937
184.82,9.3082,0.544,3.151
184.92,9.31296,0.637,2.982
185.02,9.31873,0.689,2.904
185.12,9.32686,0.179,3.578
185.22,9.33498,0.315,3.206
185.32,9.34156,0.722,3.331
185.42,9.34659,0.77,3.217
185.52,9.35162,0.687,3.189
185.62,9.35665,0.678,3.108
185.72,9.36168,0.664,2.991
185.82,9.3667,0.335,3.254
185.92,9.37173,0.375,2.965
186.02,9.37676,0.408,3.191
186.12,9.38179,0.692,3.139
186.22,9.38682,0.154,4.044
186.32,9.39058,0.546,3.11
186.42,9.39435,0.669,2.968
186.54,9.39887,0.618,2.902
186.64,9.40263,0.519,2.996
186.72,9.40564,0.661,3.03
186.82,9.4094,0.227,3.087
186.92,9.41317,0.525,3.184
187.02,9.41693,0.606,3.225
187.12,9.4207,-0.176,3.761
187.22,9.42446,0.088,3.327
187.32,9.42823,0.439,3.075
187.42,9.43337,0.028,3.54
187.52,9.43852,0.55,3.248
187.6,9.44264,0.194,3.025
187.72,9.44882,-0.032,3.461
187.82,9.45397,-0.042,3.231
187.92,9.45912,-0.105,3.347
188.04,9.4653,0.342,3.177
188.16,9.47173,-0.694,3.547
188.32,9.48048,0.496,2.932
188.42,9.48594,0.503,3.188
188.52,9.49141,0.563,3.132
188.62,9.49688,0.39,3.17
188.72,9.50235,0.276,3.055
188.82,9.50781,-0.445,3.338
188.92,9.51328,0.468,3.257
189.02,9.51875,0.428,3.325
189.12,9.52422,0.544,3.197
189.22,9.52968,0.046,3.078
189.32,9.53515,0.436,2.804
189.42,9.53636,0.327,2.969
189.54,9.53782,-0.263,3.007
189.64,9.53989,0.326,3.196
189.72,9.54431,0.382,3.088
189.82,9.54982,0.328,2.996
189.92,9.55534,0.124,3.369
190.02,9.56126,-0.66,3.35
190.1,9.56613,0.432,2.87
190.12,9.56735,-0.381,3.186
190.2,9.57222,0.316,3.112
190.22,9.57344,0.352,2.701
190.32,9.57954,0.366,2.56
190.32,9.57954,0.254,3.349
190.4,9.58441,0.027,2.901
190.42,9.58563,0.272,3.109
190.5,9.59051,0.404,3.299
190.52,9.59172,0.164,3.306
190.6,9.5966,0.365,3.035
190.62,9.59782,0.221,2.931
190.7,9.60269,-0.665,3.756
190.82,9.61001,0.428,3.003
190.92,9.6161,0.248,3.17
191.32,9.63662,0.096,3.046
191.42,9.64117,0.332,2.721
191.5,9.64481,0.46,3.018
191.62,9.65027,0.07,2.948
191.72,9.65482,0.067,3.27
191.82,9.65937,-0.035,3.056
191.9,9.66301,0.187,3.308
192.02,9.66909,0.321,3.022
192.12,9.67573,0.408,3.045
192.22,9.68236,0.368,2.973
192.34,9.69032,0.253,3.089
192.44,9.69696,0.15,3.161
192.54,9.70359,0.249,3.282
192.66,9.71156,0.311,3.045
192.74,9.71624,-0.2,3.335
192.84,9.72079,0.141,3.124
192.94,9.72534,0.296,2.915
193.06,9.7308,0.259,2.716
193.14,9.73444,0.073,2.81
193.46,9.75367,0.38,2.866
193.64,9.7631,0.134,2.992
194.06,9.78028,-0.11,2.514
194.18,9.78519,-0.758,2.63
194.36,9.79255,0.326,2.558
195.16,9.81933,0.332,2.757
195.88,9.84246,0.134,2.689
195.98,9.8472,-0.136,3.267
196.08,9.85194,-0.325,3.229
196.18,9.85668,0.186,2.752
196.28,9.86182,0.488,2.635
196.38,9.86856,0.313,2.955
196.48,9.8753,0.211,2.802
196.58,9.88204,0.168,2.494
199.56,10.0604,0.089,2.554
199.81,10.0766,0.303,3.031
199.89,10.0812,-0.72,3.222
199.96,10.0852,0.448,2.927
200.06,10.0909,0.318,2.762
200.26,10.1024,0.477,2.733
200.86,10.1367,0.28,2.903
201.46,10.1703,0.323,3.242
202.06,10.2039,-0.189,3.012
202.16,10.2095,0.479,2.579
202.26,10.2151,-0.02,3.156
